index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num,doc_token_index
16,0,concussit,verb,concumsco,concussi,advcl,7,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'cus', 'sit']",[kɔŋkʊssɪt̪],8,\N,3,64237
17,0,equos,noun,equus,equ,obj,16,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['e', 'quos']",[ɛkʷɔs],8,\N,3,64238
18,0,utque,subordinating_conjunction,utque,u,mark,19,\N,{F: [pos]},"['ut', 'que']",[ʊt̪kʷɛ],8,\N,3,64239
19,0,impulit,verb,impulo,impuli,advcl,16,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['im', 'pu', 'lit']",[ɪmpʊlɪt̪],8,\N,3,64240
20,0,arma,noun,arma,arm,obj,19,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma],8,\N,3,64241
21,0,",",punctuation,",",",",punct,23,\N,\N,"[',']",\N,8,\N,3,64242
22,0,extemplo,noun,extemplum,extempl,conj,16,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ex', 'tem', 'plo']",[ɛkst̪ɛmplɔ],8,\N,4,64243
23,0,turbati,verb,turbo,turbat,conj,16,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['tur', 'ba', 'ti']",[t̪ʊrbat̪ɪ],8,\N,4,64244
24,0,animi,noun,animus,anim,obl:arg,23,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mi']",[an̪ɪmɪ],8,\N,4,64245
25,0,",",punctuation,",",",",punct,29,\N,\N,"[',']",\N,8,\N,4,64246
26,0,simul,adverb,simul,simul,advmod,29,\N,"{F: [neg], N: [pos], V: [pos]}","['si', 'mul']",[sɪmʊɫ],8,\N,4,64247
27,0,omne,determiner,omnis,omn,nsubj,29,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'ne']",[ɔmn̪ɛ],8,\N,4,64248
28,0,tumultu,noun,tumultus,tumult,obl,29,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tu', 'mul', 'tu']",[t̪ʊmʊɫt̪ʊ],8,\N,4,64249
29,0,coniurat,verb,coniuro,coniura,conj,16,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'ni', 'u', 'rat']",[kɔn̪ɪ̣jʊrat̪],8,\N,5,64250
30,0,trepido,noun,trepido,trepid,obl:arg,29,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tre', 'pi', 'do']",[t̪rɛpɪd̪ɔ],8,\N,5,64251
31,0,Latium,noun,latius,Lati,obj,29,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'ti', 'um']",[lat̪ɪ̣jũː],8,\N,5,64252
32,0,saevitque,determiner,saevusqus,saevi,det,34,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['sae', 'vit', 'que']",[sajwɪt̪kʷɛ],8,\N,5,64253
33,0,iuventus,verb,iuveo,iuvent,acl,34,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['iu', 'ven', 'tus']",[jʊwɛn̪t̪ʊs],8,\N,5,64254
34,0,effera,noun,effera,effer,nsubj,29,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ef', 'fe', 'ra']",[ɛffɛra],8,\N,6,64255
35,0,.,punctuation,.,.,punct,7,\N,\N,['.'],\N,8,\N,6,64256
0,1,Ductores,noun,ductor,Ductor,nsubj,9,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['duc', 'to', 'res']",[d̪ʊkt̪ɔrɛs],8,\N,6,64257
1,1,primi,adjective,primus,prim,amod,2,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Numeral: [ordinal], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['pri', 'mi']",[prɪmɪ],8,\N,6,64258
2,1,Messapus,noun,Messapus,Messap,nmod,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mes', 'sa', 'pus']",[mɛssapʊs],8,\N,6,64259
3,1,et,coordinating_conjunction,et,et,cc,4,\N,{F: [pos]},['et'],[ɛt̪],8,\N,6,64260
4,1,Ufens,noun,Ufens,Ufe,conj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['u', 'fens']",[ʊfeːn̪s],8,\N,6,64261
5,1,contemptorque,noun,contemptorqui,contempto,conj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['con', 'tem', 'ptor', 'que']",[kɔn̪t̪ɛmpt̪ɔrkʷɛ],8,\N,7,64262
6,1,deum,noun,deus,de,obj,7,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deum'],[d̪ewm],8,\N,7,64263
7,1,Mezentius,verb,mezinio,Mezent,acl,5,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['me', 'zen', 'ti', 'us']",[mɛzzɛn̪t̪ɪ̣jʊs],8,\N,7,64264
8,1,undique,adverb,undique,undique,advmod,9,\N,"{F: [neg], N: [pos], V: [pos]}","['un', 'di', 'que']",[ʊn̪d̪ɪkʷɛ],8,\N,7,64265
9,1,cogunt,verb,cogo,cogu,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['co', 'gunt']",[kɔgʷn̪t̪],8,\N,7,64266
10,1,auxilia,noun,auxilium,auxil,obj,9,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['au', 'xi', 'li', 'a']",[awksɪlɪ̣ja],8,\N,8,64267
11,1,et,coordinating_conjunction,et,et,cc,13,\N,{F: [pos]},['et'],[ɛt̪],8,\N,8,64268
12,1,latos,noun,latos,lat,conj,10,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['la', 'tos']",[lat̪ɔs],8,\N,8,64269
13,1,vastant,verb,vasto,vasta,conj,9,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vas', 'tant']",[wast̪an̪t̪],8,\N,8,64270
14,1,cultoribus,noun,cultor,cultor,obl:arg,13,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cul', 'to', 'ri', 'bus']",[kʊɫt̪ɔrɪbʊs],8,\N,8,64271
15,1,agros,noun,ager,agr,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'gros']",[agrɔs],8,\N,8,64272
16,1,.,punctuation,.,.,punct,9,\N,\N,['.'],\N,8,\N,8,64273
0,2,mittitur,verb,mitto,mitti,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['mit', 'ti', 'tur']",[mɪt̪t̪ɪt̪ʊr],8,\N,9,64274
1,2,et,coordinating_conjunction,et,et,advmod:emph,3,\N,{F: [pos]},['et'],[ɛt̪],8,\N,9,64275
2,2,magni,adjective,magnus,magn,amod,3,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mag', 'ni']",[maŋn̪ɪ],8,\N,9,64276
3,2,Venulus,noun,Venulus,Venul,nsubj:pass,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ve', 'nu', 'lus']",[wɛn̪ʊlʊs],8,\N,9,64277
4,2,Diomedis,noun,diomeda,Diomed,nmod,3,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['di', 'o', 'me', 'dis']",[d̪ɪ̣jɔmɛd̪ɪs],8,\N,9,64278
5,2,ad,adposition,ad,ad,case,6,\N,"{F: [pos], N: [neg], V: [neg]}",['ad'],[ad̪],8,\N,9,64279
6,2,urbem,noun,urbs,urb,obl,0,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'bem']",[ʊrbẽː],8,\N,9,64280
7,2,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,8,\N,9,64281
8,2,qui,pronoun,qui,qui,nsubj,9,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['qui'],[kʷɪ],8,\N,10,64282
9,2,petat,verb,peto,peta,acl:relcl,6,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['pe', 'tat']",[pɛt̪at̪],8,\N,10,64283
10,2,auxilium,noun,auxilium,auxili,nsubj,13,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'xi', 'li', 'um']",[awksɪlɪ̣jũː],8,\N,10,64284
11,2,et,coordinating_conjunction,et,et,cc,12,\N,{F: [pos]},['et'],[ɛt̪],8,\N,10,64285
12,2,Latio,noun,Latio,Lati,conj,10,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'ti', 'o']",[lat̪ɪ̣jɔ],8,\N,10,64286
13,2,consistere,verb,consisto,consister,xcomp,9,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'sis', 'te', 're']",[kɔːn̪sɪst̪ɛrɛ],8,\N,10,64287
14,2,Teucros,adjective,teucrus,Teucr,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['teu', 'cros']",[t̪ewkrɔs],8,\N,10,64288
15,2,",",punctuation,",",",",punct,21,\N,\N,"[',']",\N,8,\N,10,64289
16,2,advectum,verb,advicio,advect,conj,21,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'vec', 'tum']",[ad̪wɛkt̪ũː],8,\N,11,64290
17,2,Aenean,adjective,aeneanis,Aenean,amod,18,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ne', 'an']",[ajn̪ɛ̣jan̪],8,\N,11,64291
18,2,classi,noun,classus,class,obl,21,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['clas', 'si']",[klassɪ],8,\N,11,64292
19,2,victosque,verb,vico,vict,xcomp,21,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['vic', 'tos', 'que']",[wɪkt̪ɔskʷɛ],8,\N,11,64293
20,2,penatis,noun,penatum,penat,obj,21,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['pe', 'na', 'tis']",[pɛn̪at̪ɪs],8,\N,11,64294
21,2,inferre,verb,infero,inferr,xcomp,9,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'fer', 're']",[iːn̪fɛrrɛ],8,\N,12,64295
22,2,et,coordinating_conjunction,et,et,cc,28,\N,{F: [pos]},['et'],[ɛt̪],8,\N,12,64296
23,2,fatis,adjective,fatis,fat,amod,24,"{Case: [dative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['fa', 'tis']",[fat̪ɪs],8,\N,12,64297
24,2,regem,noun,rex,reg,obj,26,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gem']",[rɛgẽː],8,\N,12,64298
25,2,se,pronoun,sui,s,obj,26,"{Case: [accusative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}",['se'],[sɛ],8,\N,12,64299
26,2,dicere,verb,dico,dicer,xcomp,28,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'ce', 're']",[d̪ɪkɛrɛ],8,\N,12,64300
27,2,posci,verb,posceo,posc,xcomp,28,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pos', 'ci']",[pɔskɪ],8,\N,12,64301
28,2,edoceat,verb,edoceo,edocea,conj,0,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'do', 'ce', 'at']",[ɛd̪ɔkɛ̣jat̪],8,\N,13,64302
29,2,multasque,determiner,multus,mult,obj,32,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['mul', 'tas', 'que']",[mʊɫt̪askʷɛ],8,\N,13,64303
30,2,viro,noun,virus,vir,obl:arg,32,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['vi', 'ro']",[wɪrɔ],8,\N,13,64304
31,2,se,pronoun,sui,s,obj,32,"{Case: [accusative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}",['se'],[sɛ],8,\N,13,64305
32,2,adiungere,verb,adiungo,adiunger,xcomp,28,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['a', 'di', 'un', 'ge', 're']",[ad̪ɪ̣jʊŋgɛrɛ],8,\N,13,64306
33,2,gentis,noun,gens,gent,nmod,34,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['gen', 'tis']",[gɛn̪t̪ɪs],8,\N,13,64307
34,2,Dardanio,noun,Dardanio,Dardani,obj,32,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['dar', 'da', 'ni', 'o']",[d̪ard̪an̪ɪ̣jɔ],8,\N,14,64308
35,2,et,coordinating_conjunction,et,et,cc,38,\N,{F: [pos]},['et'],[ɛt̪],8,\N,14,64309
36,2,late,adjective,latus,lat,conj,34,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['la', 'te']",[lat̪ɛ],8,\N,14,64310
37,2,Latio,noun,Latio,Lati,obl,38,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'ti', 'o']",[lat̪ɪ̣jɔ],8,\N,14,64311
38,2,increbrescere,verb,increbresco,increbrescer,conj,32,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'cre', 'bres', 'ce', 're']",[ɪŋkrɛbrɛskɛrɛ],8,\N,14,64312
39,2,nomen,noun,nomen,nomen,obj,38,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['no', 'men']",[n̪ɔmɛn̪],8,\N,14,64313
40,2,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,8,\N,14,64314
0,3,Quid,pronoun,quis,Quid,nsubj,1,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quid'],[kʷɪd̪],8,\N,15,64315
1,3,struat,verb,struo,strua,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['stru', 'at']",[st̪rʊjat̪],8,\N,15,64316
2,3,his,determiner,hic,h,obl:arg,1,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['his'],[hɪs],8,\N,15,64317
3,3,coeptis,verb,coepi,coept,acl,2,"{Aspect: [perfective], Case: [ablative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['coep', 'tis']",[kojpt̪ɪs],8,\N,15,64318
4,3,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,8,\N,15,64319
5,3,quem,pronoun,qui,qu,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quem'],[kʷẽː],8,\N,15,64320
6,3,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,8,\N,15,64321
7,3,si,subordinating_conjunction,si,si,mark,9,\N,{F: [pos]},['si'],[sɪ],8,\N,15,64322
8,3,Fortuna,noun,fortuna,Fortun,nsubj,9,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['for', 'tu', 'na']",[fɔrt̪ʊn̪a],8,\N,15,64323
9,3,sequatur,verb,sequor,sequa,advcl,13,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['se', 'qua', 'tur']",[sɛkʷat̪ʊr],8,\N,15,64324
10,3,",",punctuation,",",",",punct,9,\N,\N,"[',']",\N,8,\N,15,64325
11,3,eventum,noun,eventum,event,obj,13,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['e', 'ven', 'tum']",[ɛwɛn̪t̪ũː],8,\N,16,64326
12,3,pugnae,noun,pugna,pugn,nmod,11,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pug', 'nae']",[pʊŋn̪aj],8,\N,16,64327
13,3,cupiat,verb,cupio,cupia,advcl,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cu', 'pi', 'at']",[kʊpɪ̣jat̪],8,\N,16,64328
14,3,",",punctuation,",",",",punct,13,\N,\N,"[',']",\N,8,\N,16,64329
15,3,manifestius,adverb,manifeste,manifest,advmod,22,{Degree: [comparative]},"{F: [neg], N: [pos], V: [pos]}","['ma', 'ni', 'fes', 'ti', 'us']",[man̪ɪfɛst̪ɪ̣jʊs],8,\N,16,64330
16,3,ipsi,determiner,ipse,ips,obl:arg,22,"{Case: [dative], Form: [pos], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'si']",[ɪpsɪ],8,\N,16,64331
17,3,quam,subordinating_conjunction,quam,quam,mark,18,{PronominalType: [relative]},{F: [pos]},['quam'],[kʷãː],8,\N,17,64332
18,3,Turno,noun,turnus,Turn,advcl:cmp,16,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tur', 'no']",[t̪ʊrn̪ɔ],8,\N,17,64333
19,3,regi,noun,rex,reg,conj,18,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gi']",[rɛgɪ],8,\N,17,64334
20,3,aut,coordinating_conjunction,aut,aut,cc,21,\N,{F: [pos]},['aut'],[awt̪],8,\N,17,64335
21,3,regi,noun,rex,reg,conj,19,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'gi']",[rɛgɪ],8,\N,17,64336
22,3,apparere,verb,appareo,apparer,conj,13,"{Aspect: [imperfective], InflClass: [lat_e], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ap', 'pa', 're', 're']",[apparɛrɛ],8,\N,17,64337
23,3,Latino,adjective,latinus,Latin,obl:arg,22,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['la', 'ti', 'no']",[lat̪ɪn̪ɔ],8,\N,17,64338
24,3,.,punctuation,.,.,punct,1,\N,\N,['.'],\N,8,\N,17,64339
0,4,Talia,determiner,talis,Tal,root,-1,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_i], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ta', 'li', 'a']",[t̪alɪ̣ja],8,\N,18,64340
1,4,per,adposition,per,per,case,2,\N,"{F: [pos], N: [neg], V: [neg]}",['per'],[pɛr],8,\N,18,64341
2,4,Latium,noun,latius,Lati,advcl,0,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['la', 'ti', 'um']",[lat̪ɪ̣jũː],8,\N,18,64342
3,4,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,8,\N,18,64343
