index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num,doc_token_index
6,3,umentemque,verb,umo,ument,csubj,9,"{Aspect: [imperfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'men', 'tem', 'que']",[ʊmɛn̪t̪ɛmkʷɛ],4,\N,7,38791
7,3,Aurora,noun,auror,Auror,nsubj,9,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['au', 'ro', 'ra']",[awrɔra],4,\N,7,38792
8,3,polo,noun,polus,pol,obl,9,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['po', 'lo']",[pɔlɔ],4,\N,7,38793
9,3,dimoverat,verb,dimovo,dimovera,conj,2,"{Aspect: [perfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'mo', 've', 'rat']",[d̪ɪmɔwɛrat̪],4,\N,7,38794
10,3,umbram,noun,umbra,umbr,obj,9,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['um', 'bram']",[ʊmbrãː],4,\N,7,38795
11,3,",",punctuation,",",",",punct,15,\N,\N,"[',']",\N,4,\N,7,38796
12,3,cum,subordinating_conjunction,cum,cum,mark,15,{PronominalType: [relative]},{F: [pos]},['cum'],[kũː],4,\N,8,38797
13,3,sic,adverb,sic,sic,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}",['sic'],[sɪk],4,\N,8,38798
14,3,unanimam,adjective,unanimus,unanim,nsubj,15,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['u', 'na', 'ni', 'mam']",[ʊn̪an̪ɪmãː],4,\N,8,38799
15,3,adloquitur,verb,adloquor,adloqui,advcl,2,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'dlo', 'qui', 'tur']",[ad̪lɔkʷɪt̪ʊr],4,\N,8,38800
16,3,male,adverb,male,mal,advmod,15,\N,"{F: [neg], N: [pos], V: [pos]}","['ma', 'le']",[malɛ],4,\N,8,38801
17,3,sana,adjective,sanus,san,amod,18,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['sa', 'na']",[san̪a],4,\N,8,38802
18,3,sororem,noun,soror,soror,obj,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'ro', 'rem']",[sɔrɔrẽː],4,\N,8,38803
19,3,:,punctuation,:,:,punct,2,\N,\N,[':'],\N,4,\N,8,38804
0,4,"""Anna",verb,"""o","""Ann",root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""an', 'na']",[an̪n̪a],4,\N,9,38805
1,4,soror,noun,soror,soro,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'ror']",[sɔrɔr],4,\N,9,38806
2,4,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,4,\N,9,38807
3,4,quae,pronoun,qui,quae,nsubj,7,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],4,\N,9,38808
4,4,me,pronoun,ego,m,obj,7,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ],4,\N,9,38809
5,4,suspensam,verb,suspengo,suspens,acl,6,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['sus', 'pen', 'sam']",[sʊspeːn̪sãː],4,\N,9,38810
6,4,insomnia,noun,insomnia,insomn,obj,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['in', 'som', 'ni', 'a']",[iːn̪sɔmn̪ɪ̣ja],4,\N,9,38811
7,4,terrent,verb,tero,terre,acl:relcl,1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ter', 'rent']",[t̪ɛrrɛn̪t̪],4,\N,9,38812
8,4,!,punctuation,!,!,punct,13,\N,\N,['!'],\N,4,\N,9,38813
9,4,Quis,pronoun,quis,Qu,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quis'],[kʷɪs],4,\N,10,38814
10,4,novus,adjective,novus,nov,amod,9,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['no', 'vus']",[n̪ɔwʊs],4,\N,10,38815
11,4,hic,determiner,hic,hic,advmod:lmod,13,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hic'],[hɪk],4,\N,10,38816
12,4,nostris,determiner,noster,nostr,det,14,"{Case: [dative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'tris']",[n̪ɔst̪rɪs],4,\N,10,38817
13,4,successit,verb,succedo,successi,conj,0,"{Aspect: [perfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['suc', 'ces', 'sit']",[sʊkkɛssɪt̪],4,\N,10,38818
14,4,sedibus,noun,sedus,sed,obl:arg,13,"{Case: [dative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['se', 'di', 'bus']",[sɛd̪ɪbʊs],4,\N,10,38819
15,4,hospes,noun,hospis,hosp,nsubj,13,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['hos', 'pes']",[hɔspɛs],4,\N,10,38820
16,4,",",punctuation,",",",",punct,20,\N,\N,"[',']",\N,4,\N,10,38821
17,4,quem,pronoun,qui,qu,obj,20,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quem'],[kʷẽː],4,\N,11,38822
18,4,sese,pronoun,sui,ses,obj,20,"{Case: [accusative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['se', 'se']",[sɛsɛ],4,\N,11,38823
19,4,ore,noun,os,or,obl,20,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['o', 're']",[ɔrɛ],4,\N,11,38824
20,4,ferens,verb,fero,fere,advcl,13,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_anom, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['fe', 'rens']",[fɛreːn̪s],4,\N,11,38825
21,4,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N,4,\N,11,38826
22,4,quam,subordinating_conjunction,quam,quam,mark,24,{PronominalType: [relative]},{F: [pos]},['quam'],[kʷãː],4,\N,11,38827
23,4,forti,adjective,fortis,fort,amod,24,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['for', 'ti']",[fɔrt̪ɪ],4,\N,11,38828
24,4,pectore,noun,pector,pector,advcl:cmp,20,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pec', 'to', 're']",[pɛkt̪ɔrɛ],4,\N,11,38829
25,4,et,coordinating_conjunction,et,et,cc,26,\N,{F: [pos]},['et'],[ɛt̪],4,\N,11,38830
26,4,armis,noun,armus,arm,conj,24,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'mis']",[armɪs],4,\N,11,38831
27,4,!,punctuation,!,!,punct,0,\N,\N,['!'],\N,4,\N,11,38832
0,5,Credo,verb,credo,Cred,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cre', 'do']",[krɛd̪ɔ],4,\N,12,38833
1,5,equidem,verb,equideo,equid,ccomp,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['e', 'qui', 'dem']",[ɛkʷɪd̪ẽː],4,\N,12,38834
2,5,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,4,\N,12,38835
3,5,nec,coordinating_conjunction,nec,nec,cc,5,\N,{F: [pos]},['nec'],[n̪ɛk],4,\N,12,38836
4,5,vana,adjective,vanus,van,amod,5,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['va', 'na']",[wan̪a],4,\N,12,38837
5,5,fides,noun,fides,fid,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_e], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'des']",[fɪd̪ɛs],4,\N,12,38838
6,5,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,4,\N,12,38839
7,5,genus,noun,genus,gen,conj,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'nus']",[gɛn̪ʊs],4,\N,12,38840
8,5,esse,auxiliary,sum,ess,cop,7,"{Aspect: [imperfective], InflClass: [lat_anom], VerbForm: [infinitive]}","{F: [pos], N: [neg], V: [pos]}","['es', 'se']",[ɛssɛ],4,\N,12,38841
9,5,deorum,noun,deus,deor,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['de', 'o', 'rum']",[d̪ɛ̣jɔrũː],4,\N,12,38842
10,5,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,4,\N,12,38843
0,6,Degeneres,adjective,degener,Degener,nsubj,3,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['de', 'ge', 'ne', 'res']",[d̪ɛgɛn̪ɛrɛs],4,\N,13,38844
1,6,animos,noun,animus,anim,obj,3,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mos']",[an̪ɪmɔs],4,\N,13,38845
2,6,timor,noun,timor,timo,nmod,1,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ti', 'mor']",[t̪ɪmɔr],4,\N,13,38846
3,6,arguit,verb,arguo,argui,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ar', 'gu', 'it']",[argʷɪt̪],4,\N,13,38847
4,6,:,punctuation,:,:,punct,3,\N,\N,[':'],\N,4,\N,13,38848
0,7,heu,verb,heor,he,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['heu'],[hew],4,\N,13,38849
1,7,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N,4,\N,13,38850
2,7,quibus,pronoun,qui,qu,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}","['qui', 'bus']",[kʷɪbʊs],4,\N,13,38851
3,7,ille,determiner,ille,ille,nsubj:pass,4,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['il', 'le']",[ɪɫlɛ],4,\N,13,38852
4,7,iactatus,verb,iacto,iactat,acl:relcl,0,"{Aspect: [perfective], Case: [nominative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['iac', 'ta', 'tus']",[jakt̪at̪ʊs],4,\N,14,38853
5,7,fatis,noun,fatis,fat,obl,4,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fa', 'tis']",[fat̪ɪs],4,\N,14,38854
6,7,!,pronoun,sum,!,aux:pass,4,"{Case: [nominative], InflClass: [lat_anom], Number: [singular], Person: [second], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['!'],\N,4,\N,14,38855
7,7,Quae,pronoun,qui,Qu,nsubj,10,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],4,\N,14,38856
8,7,bella,noun,bellum,bell,obj,10,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'la']",[bɛɫla],4,\N,14,38857
9,7,exhausta,verb,exhaudo,exhaust,acl,8,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'haus', 'ta']",[ɛkshawst̪a],4,\N,14,38858
10,7,canebat,verb,caneo,caneba,acl:relcl,4,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ca', 'ne', 'bat']",[kan̪ɛbat̪],4,\N,14,38859
11,7,!,punctuation,!,!,punct,18,\N,\N,['!'],\N,4,\N,14,38860
12,7,Si,subordinating_conjunction,si,S,mark,18,\N,{F: [pos]},['si'],[sɪ],4,\N,15,38861
13,7,mihi,pronoun,ego,mih,obl:arg,16,"{Case: [dative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['mi', 'hi']",[mɪhɪ],4,\N,15,38862
14,7,non,particle,non,non,advmod:neg,16,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],4,\N,15,38863
15,7,animo,noun,animus,anim,obl,16,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mo']",[an̪ɪmɔ],4,\N,15,38864
16,7,fixum,verb,figo,fix,advcl,18,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['fi', 'xum']",[fɪksũː],4,\N,15,38865
17,7,immotumque,adjective,immotumquus,immot,obj,18,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['im', 'mo', 'tum', 'que']",[ɪmmɔt̪ʊmkʷɛ],4,\N,15,38866
18,7,sederet,verb,sedeo,sedere,advcl,0,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['se', 'de', 'ret']",[sɛd̪ɛrɛt̪],4,\N,15,38867
19,7,",",punctuation,",",",",punct,24,\N,\N,"[',']",\N,4,\N,15,38868
20,7,ne,subordinating_conjunction,ne,ne,mark,24,\N,{F: [pos]},['ne'],[n̪ɛ],4,\N,16,38869
21,7,cui,pronoun,qui,cu,obl:arg,23,"{Case: [dative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['cui'],[kuj],4,\N,16,38870
22,7,me,pronoun,ego,m,obj,23,"{Case: [accusative], InflClass: [lat_anom], Number: [singular], Person: [first], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['me'],[mɛ],4,\N,16,38871
23,7,vinclo,verb,vinco,vincl,csubj:relcl,24,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['vin', 'clo']",[wɪŋklɔ],4,\N,16,38872
