index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num,doc_token_index
16,2,tendit,verb,tendo,tendi,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ten', 'dit']",[t̪ɛn̪d̪ɪt̪],7,\N,7,58233
17,2,iter,noun,iter,ite,obj,18,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ter']",[ɪt̪ɛr],7,\N,7,58234
18,2,velis,verb,vigeo,vel,csubj,16,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ve', 'lis']",[wɛlɪs],7,\N,7,58235
19,2,portumque,noun,portus,port,obj,20,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['por', 'tum', 'que']",[pɔrt̪ʊmkʷɛ],7,\N,7,58236
20,2,relinquit,verb,relinquo,relinqui,conj,16,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'lin', 'quit']",[rɛlɪŋkʷɪt̪],7,\N,7,58237
21,2,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,7,\N,7,58238
0,3,Adspirant,verb,adspiro,Adspira,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'spi', 'rant']",[ad̪spɪran̪t̪],7,\N,8,58239
1,3,aurae,noun,aurra,aur,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['au', 'rae']",[awraj],7,\N,8,58240
2,3,in,adposition,in,in,case,3,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],7,\N,8,58241
3,3,noctem,noun,nox,noct,obl:arg,0,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['noc', 'tem']",[n̪ɔkt̪ẽː],7,\N,8,58242
4,3,nec,coordinating_conjunction,nec,nec,cc,8,\N,{F: [pos]},['nec'],[n̪ɛk],7,\N,8,58243
5,3,candida,adjective,candidus,candid,amod,6,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['can', 'di', 'da']",[kan̪d̪ɪd̪a],7,\N,8,58244
6,3,cursus,noun,cursus,curs,nsubj,8,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cur', 'sus']",[kʊrsʊs],7,\N,8,58245
7,3,Luna,noun,luna,Lun,nsubj,8,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'na']",[lʊn̪a],7,\N,9,58246
8,3,negat,verb,nego,nega,conj,0,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ne', 'gat']",[n̪ɛgat̪],7,\N,9,58247
9,3,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,7,\N,9,58248
10,3,splendet,verb,splendeo,splende,conj,0,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['splen', 'det']",[splɛn̪d̪ɛt̪],7,\N,9,58249
11,3,tremulo,adjective,tremulus,tremul,obl:arg,10,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['tre', 'mu', 'lo']",[t̪rɛmʊlɔ],7,\N,9,58250
12,3,sub,adposition,sub,sub,case,13,\N,"{F: [pos], N: [neg], V: [neg]}",['sub'],[sʊb],7,\N,9,58251
13,3,lumine,noun,lumen,lumin,obl,10,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'mi', 'ne']",[lʊmɪn̪ɛ],7,\N,9,58252
14,3,pontus,noun,pontus,pont,nmod,13,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pon', 'tus']",[pɔn̪t̪ʊs],7,\N,9,58253
15,3,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,7,\N,9,58254
0,4,Proxima,adjective,proximus,Proxim,nsubj:pass,2,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['pro', 'xi', 'ma']",[prɔksɪma],7,\N,10,58255
1,4,Circaeae,noun,circaea,Circae,nmod,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['cir', 'cae', 'ae']",[kɪrkajjaj],7,\N,10,58256
2,4,raduntur,verb,rado,radi,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ra', 'dun', 'tur']",[rad̪ʊn̪t̪ʊr],7,\N,10,58257
3,4,litora,noun,litora,litor,nsubj:pass,2,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['li', 'to', 'ra']",[lɪt̪ɔra],7,\N,10,58258
4,4,terrae,noun,terra,terr,nmod,3,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'rae']",[t̪ɛrraj],7,\N,10,58259
5,4,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N,7,\N,10,58260
6,4,dives,adjective,divis,div,conj,2,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['di', 'ves']",[d̪ɪwɛs],7,\N,11,58261
7,4,inaccessos,verb,inaccedo,inaccess,acl,6,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['in', 'ac', 'ces', 'sos']",[ɪn̪akkɛssɔs],7,\N,11,58262
8,4,ubi,subordinating_conjunction,ubi,ubi,mark,13,\N,{F: [pos]},"['u', 'bi']",[ʊbɪ],7,\N,11,58263
9,4,Solis,noun,sol,Sol,nmod,10,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['so', 'lis']",[sɔlɪs],7,\N,11,58264
10,4,filia,noun,filius,fil,nsubj,13,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'a']",[fɪlɪ̣ja],7,\N,11,58265
11,4,lucos,noun,lux,luc,obj,13,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'cos']",[lʊkɔs],7,\N,11,58266
12,4,adsiduo,adjective,adsiduus,adsidu,amod,11,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ad', 'si', 'du', 'o']",[ad̪sɪd̪ʊjɔ],7,\N,12,58267
13,4,resonat,verb,resono,resona,advcl,2,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'so', 'nat']",[rɛsɔn̪at̪],7,\N,12,58268
14,4,cantu,noun,cantus,cant,obl,13,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['can', 'tu']",[kan̪t̪ʊ],7,\N,12,58269
15,4,tectisque,verb,tectio,tect,acl,14,"{Aspect: [perfective], Case: [ablative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['tec', 'tis', 'que']",[t̪ɛkt̪ɪskʷɛ],7,\N,12,58270
16,4,superbis,noun,superbum,superb,obl,17,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['su', 'per', 'bis']",[sʊpɛrbɪs],7,\N,12,58271
17,4,urit,verb,urio,uri,conj,13,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'rit']",[ʊrɪt̪],7,\N,13,58272
18,4,odoratam,verb,odoro,odorat,acl,19,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['o', 'do', 'ra', 'tam']",[ɔd̪ɔrat̪ãː],7,\N,13,58273
19,4,nocturna,noun,nocturna,nocturn,obj,17,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['noc', 'tur', 'na']",[n̪ɔkt̪ʊrn̪a],7,\N,13,58274
20,4,in,adposition,in,in,case,21,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],7,\N,13,58275
21,4,lumina,noun,lumen,lumin,obl,17,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['lu', 'mi', 'na']",[lʊmɪn̪a],7,\N,13,58276
22,4,cedrum,noun,cedrum,cedr,flat,21,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ce', 'drum']",[kɛd̪rũː],7,\N,13,58277
23,4,",",punctuation,",",",",punct,26,\N,\N,"[',']",\N,7,\N,13,58278
24,4,arguto,noun,argutus,argut,obl,26,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'gu', 'to']",[argʷt̪ɔ],7,\N,14,58279
25,4,tenuis,noun,tenuis,tenu,obj,26,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['te', 'nu', 'is']",[t̪ɛn̪ujs],7,\N,14,58280
26,4,percurrens,verb,percurro,percurre,advcl,17,"{Aspect: [imperfective], Case: [nominative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['per', 'cur', 'rens']",[pɛrkʊrreːn̪s],7,\N,14,58281
27,4,pectine,adverb,pectine,pectin,advmod,26,\N,"{F: [neg], N: [pos], V: [pos]}","['pec', 'ti', 'ne']",[pɛkt̪ɪn̪ɛ],7,\N,14,58282
28,4,telas,noun,tela,tel,obj,26,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['te', 'las']",[t̪ɛlas],7,\N,14,58283
29,4,.,punctuation,.,.,punct,2,\N,\N,['.'],\N,7,\N,14,58284
0,5,Hinc,adverb,hinc,Hinc,root,-1,"{AdverbialType: [location], Case: [locative], PronominalType: [demonstrative]}","{F: [neg], N: [pos], V: [pos]}",['hinc'],[hɪŋk],7,\N,15,58285
1,5,exaudiri,verb,exaudio,exaudir,csubj,0,"{Aspect: [imperfective], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'au', 'di', 'ri']",[ɛksawd̪ɪrɪ],7,\N,15,58286
2,5,gemitus,noun,gemitus,gemit,nsubj:pass,1,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ge', 'mi', 'tus']",[gɛmɪt̪ʊs],7,\N,15,58287
3,5,iraeque,adjective,iraequs,ir,amod,2,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['i', 'rae', 'que']",[ɪrajkʷɛ],7,\N,15,58288
4,5,leonum,noun,leonum,leon,nmod,5,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['le', 'o', 'num']",[lɛ̣jɔn̪ũː],7,\N,15,58289
5,5,vincla,noun,vinclum,vincl,nsubj:pass,1,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['vin', 'cla']",[wɪŋkla],7,\N,16,58290
6,5,recusantum,verb,recuso,recusant,acl,5,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_a, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['re', 'cu', 'san', 'tum']",[rɛkʊsan̪t̪ũː],7,\N,16,58291
7,5,et,coordinating_conjunction,et,et,cc,8,\N,{F: [pos]},['et'],[ɛt̪],7,\N,16,58292
8,5,sera,adjective,sera,ser,conj,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['se', 'ra']",[sɛra],7,\N,16,58293
9,5,sub,adposition,sub,sub,case,10,\N,"{F: [pos], N: [neg], V: [neg]}",['sub'],[sʊb],7,\N,16,58294
10,5,nocte,noun,nox,noct,obl,6,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['noc', 'te']",[n̪ɔkt̪ɛ],7,\N,16,58295
11,5,rudentum,verb,rudo,rudent,acl,10,"{Aspect: [imperfective], Case: [genitive], Gender: [masculine], InflClass: [lat_e, nominal], Number: [plural], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ru', 'den', 'tum']",[rʊd̪ɛn̪t̪ũː],7,\N,16,58296
12,5,",",punctuation,",",",",punct,14,\N,\N,"[',']",\N,7,\N,16,58297
13,5,saetigerique,adverb,saetigerique,saetiger,orphan,14,\N,"{F: [neg], N: [pos], V: [pos]}","['sae', 'ti', 'ge', 'ri', 'que']",[sajt̪ɪgɛrɪkʷɛ],7,\N,17,58298
14,5,sues,noun,sues,su,nsubj,19,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['su', 'es']",[sʊjɛs],7,\N,17,58299
15,5,atque,coordinating_conjunction,atque,atque,cc,17,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],7,\N,17,58300
16,5,in,adposition,in,in,case,17,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],7,\N,17,58301
17,5,praesaepibus,noun,praesaepus,praesaep,obl,19,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['prae', 'sae', 'pi', 'bus']",[prajsajpɪbʊs],7,\N,17,58302
18,5,ursi,noun,ursus,urs,obj,19,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ur', 'si']",[ʊrsɪ],7,\N,17,58303
19,5,saevire,verb,saevio,saevir,conj,1,"{Aspect: [imperfective], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['sae', 'vi', 're']",[sajwɪrɛ],7,\N,18,58304
20,5,ac,coordinating_conjunction,atque,ac,cc,21,\N,{F: [pos]},['ac'],[ak],7,\N,18,58305
21,5,formae,noun,forma,form,conj,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['for', 'mae']",[fɔrmaj],7,\N,18,58306
