lang,lex_ref_link_id,reflex,reflex_normalized,lemma_id,lemma,lemma_normalized
"ON","18267","stǫð","stǫð","24166","stóð","stóð"
"ON","18267","stǫð","stǫð","24487","stöð","stöð"
"ON","18283","stál","stál","23877","stal","stal"
"ON","18283","stál","stál","23923","stál","stál"
"ON","18304","einstœðr","einstœðr","6082","einstœðr","einstœðr"
"ON","18343","stik","stik","24055","stik","stik"
"ON","18344","stika","stika","24056","stika","stika"
"ON","18344","stika","stika","24057","stika","stika"
"ON","18363","þistill","þistill","26445","þistill","þistill"
"ON","18391","stjǫlr","stjǫlr","24122","stjölr","stjölr"
"ON","18392","stallr","stallr","23886","stallr","stallr"
"ON","18395","stalli","stalli","23885","stalli","stalli"
"ON","18425","stolpi","stolpi","24177","stólpi","stólpi"
"ON","18441","stelkr","stelkr","24025","stelkr","stelkr"
"ON","18470","sætr","sætr","25095","sætr","sætr"
"ON","18513","sværa","sværa","24955","sværa","sværa"
"ON","18558","svefn","svefn","24737","svefn","svefn"
"ON","18592","kveldsvæfr","kveldsvæfr","15190","kveldsvæfr","kveldsvæfr"
"ON","18614","systir","systir","25003","systir","systir"
"ON","18647","sýr","sýr","25025","sýr","sýr"
"ON","18654","svín","svín","24923","svín","svín"
"ON","18713","sunr","sunr","24641","sunr","sunr"
"ON","18818","þǫn","þǫn","27087","þön","þön"
"ON","18833","þunnr","þunnr","26897","þunnr","þunnr"
"ON","18870","Þefr","Þefr","26308","þefr","þefr"
"ON","18914","þurr","þurr","26915","þurr","þurr"
"ON","18948","þorsti","þorsti","26584","þorsti","þorsti"
"ON","18966","þorp","þorp","26569","þorp","þorp"
"ON","19018","otr","otr","19225","otr","otr"
"ON","19038","vatn","vatn","29013","vatn","vatn"
"ON","19059","vátr","vátr","29231","vátr","vátr"
"ON","19075","úr","úr","28016","úr","úr"
"ON","19075","úr","úr","28017","úr","úr"
"ON","19083","vári","vári","28963","vari","vari"
"ON","19083","vári","vári","28964","vari","vari"
"ON","19092","úrigr","úrigr","28042","úrigr","úrigr"
"ON","19092","úrigr","úrigr","28043","úrigr","úrigr"
"ON","19103","ør-viti ","ørviti ","19684","ørviti","ørviti"
"ON","19129","vitr","vitr","30151","vitr","vitr"
"ON","19148","víss","víss","30360","víss","víss"
"ON","19191","viss","viss","30360","víss","víss"
"ON","19247","verstr","verstr","29603","verstr","verstr"
"ON","19263","verr","verr","29591","verr","verr"
"ON","19263","verr","verr","29592","verr","verr"
"ON","19300","orð","orð","19088","orð","orð"
"ON","19300","orð","orð","19586","örð","örð"
"ON","19367","epli","epli","6511","epli","epli"
"ON","19368","apal-grār","apalgrār","1198","apalgrár","apalgrár"
"ON","19369","apaldr","apaldr","1193","apaldr","apaldr"
"ON","19409","api","api","1199","api","api"
"ON","19494","aka","aka","318","aka","aka"
"ON","19593","ǫxl","ǫxl","19727","öxl","öxl"
"ON","19603","ōst","ōst","19398","óst","óst"
"ON","19604","ōstr ","ōstr ","19222","ostr","ostr"
"ON","19604","ōstr ","ōstr ","19399","óstr","óstr"
"ON","19692","agi","agi","312","agi","agi"
"ON","19704","ōgn","ōgn","19332","ógn","ógn"
"ON","19704","ōgn","ōgn","19333","ógn","ógn"
"ON","19704","ōgn","ōgn","19468","ögn","ögn"
"ON","19704","ōgn","ōgn","19469","ögn","ögn"
"ON","19705","ōtti","ōtti","19414","ótti","ótti"
"ON","19760","øx","øx","19717","øx","øx"
"ON","19978","eik","eik","5891","eik","eik"
"ON","20066","eigin","eigin","5838","eigin","eigin"
"ON","20066","eigin","eigin","5839","eigin","eigin"
"ON","20076","eir","eir","6122","eir","eir"
"ON","20076","eir","eir","6123","Eir","Eir"
"ON","20124","eir","eir","6122","eir","eir"
"ON","20124","eir","eir","6123","Eir","Eir"
"ON","20128","eira","eira","6124","eira","eira"
"ON","20221","agn ","agn ","314","agn","agn"
"ON","20222","ǣja ","ǣja ","2502","æja","æja"
"ON","20260","uggr","uggr","27095","uggr","uggr"
"ON","20272","egg","egg","5784","egg","egg"
"ON","20272","egg","egg","5785","egg","egg"
"ON","20273","eggja","eggja","5790","eggja","eggja"
"ON","20297","soð-āll","soðāll","23446","soðáll","soðáll"
"ON","20333","ǫgn","ǫgn","19332","ógn","ógn"
"ON","20333","ǫgn","ǫgn","19333","ógn","ógn"
"ON","20333","ǫgn","ǫgn","19468","ögn","ögn"
"ON","20333","ǫgn","ǫgn","19469","ögn","ögn"
"ON","20349","ǫgr","ǫgr","19470","ögr","ögr"
"ON","20577","al-fǫðr","alfǫðr","453","alföðr","alföðr"
"ON","20671","ǫld","ǫld","19483","öld","öld"
"ON","20683","aldr","aldr","411","aldr","aldr"
"ON","20819","elptr","elptr","6332","elptr","elptr"
"ON","20819","elptr","elptr","6333","elptr","elptr"
"ON","20838","alfr","alfr","2049","álfr","álfr"
"ON","20850","elfr","elfr","6282","elfr","elfr"
"ON","20879","alda ","alda ","381","alda","alda"
"ON","20879","alda ","alda ","382","alda","alda"
"ON","20963","ǫl","ǫl","19351","ól","ól"
"ON","20963","ǫl","ǫl","19352","ól","ól"
"ON","20963","ǫl","ǫl","19479","öl","öl"
"ON","20964","ǫldr","ǫldr","19484","öldr","öldr"
"ON","21028","beggja ","beggja ","2913","beggja","beggja"
"ON","21164","ǫnd","ǫnd","19546","önd","önd"
"ON","21164","ǫnd","ǫnd","19547","önd","önd"
"ON","21164","ǫnd","ǫnd","19548","önd","önd"
"ON","21165","anda","anda","1008","anda","anda"
"ON","21167","andi","andi","1048","andi","andi"
"ON","21217","ā","ā","1","a","a"
"ON","21217","ā","ā","1802","á","á"
"ON","21217","ā","ā","1803","á","á"
"ON","21217","ā","ā","1804","á","á"
"ON","21217","ā","ā","1805","á","á"
"ON","21218","ā","ā","1","a","a"
"ON","21218","ā","ā","1802","á","á"
"ON","21218","ā","ā","1803","á","á"
"ON","21218","ā","ā","1804","á","á"
"ON","21218","ā","ā","1805","á","á"
"ON","21219","ā","ā","1","a","a"
"ON","21219","ā","ā","1802","á","á"
"ON","21219","ā","ā","1803","á","á"
"ON","21219","ā","ā","1804","á","á"
"ON","21219","ā","ā","1805","á","á"
"ON","21304","ǫnd","ǫnd","19546","önd","önd"
"ON","21304","ǫnd","ǫnd","19547","önd","önd"
"ON","21304","ǫnd","ǫnd","19548","önd","önd"
"ON","21317","ǫngr","ǫngr","19568","öngr","öngr"
"ON","21318","øngr","øngr","19566","øngr","øngr"
"ON","21318","øngr","øngr","19567","øngr","øngr"
"ON","21343","angr","angr","1136","angr","angr"
"ON","21343","angr","angr","1137","angr","angr"
"ON","21368","angi","angi","1130","angi","angi"
"ON","21368","angi","angi","1131","angi","angi"
"ON","21474","angr","angr","1136","angr","angr"
"ON","21474","angr","angr","1137","angr","angr"
"ON","21488","āll","āll","2066","áll","áll"
"ON","21490","ōl","ōl","19351","ól","ól"
"ON","21490","ōl","ōl","19352","ól","ól"
"ON","21490","ōl","ōl","19479","öl","öl"
"ON","21491","āl","āl","2019","ál","ál"
"ON","21512","ekkja","ekkja","6195","ekkja","ekkja"
"ON","21535","ōst","ōst","19398","óst","óst"
"ON","21536","ǭst","ǭst","19398","óst","óst"
"ON","21542","ǫf-und","ǫfund","19442","öfund","öfund"
"ON","21546","unna","unna","27299","unna","unna"
"ON","21625","endr","endr","6408","endr","endr"
"ON","21625","endr","endr","6409","endr","endr"
"ON","21627","enn","enn","6494","enn","enn"
"ON","21627","enn","enn","6495","enn","enn"
"ON","21647","unz","unz","27309","unz","unz"
"ON","21652","endir","endir","6406","endir","endir"
"ON","21661","enni","enni","6497","enni","enni"
"ON","21789","af","af","33","af","af"
"ON","21814","eptir","eptir","6515","eptir","eptir"
"ON","21815","aptr","aptr","1222","aptr","aptr"
"ON","21819","aptan","aptan","1205","aptan","aptan"
"ON","21835","afar","afar","34","afar","afar"
"ON","21839","efja ","efja ","5765","efja","efja"
"ON","21851","ǫfugr","ǫfugr","19441","öfugr","öfugr"
"ON","21892","ǫsp","ǫsp","19714","ösp","ösp"
"ON","22021","jǫrmungrund ","jǫrmungrund ","14068","jörmungrund","jörmungrund"
"ON","22119","rīm","rīm","20495","rim","rim"
"ON","22119","rīm","rīm","20560","rím","rím"
"ON","22119","rīm","rīm","20561","rím","rím"
"ON","22218","erja","erja","6642","erja","erja"
"ON","22259","erta ","erta ","6681","erta","erta"
"ON","22326","jarknasteinn","jarknasteinn","13918","jarknasteinn","jarknasteinn"
"ON","22328","jarteikn","jarteikn","13934","jarteikn","jarteikn"
"ON","22381","ǫr","ǫr","19364","ór","ór"
"ON","22381","ǫr","ǫr","19584","ör","ör"
"ON","22397","arta","arta","1361","arta","arta"
"ON","22399","ertla","ertla","6684","ertla","ertla"
"ON","22636","vestr","vestr","29644","vestr","vestr"
"ON","22685","auk","auk","1685","auk","auk"
"ON","22759","vǫzt","vǫzt","30511","vözt","vözt"
"ON","23005","vari","vari","28963","vari","vari"
"ON","23005","vari","vari","28964","vari","vari"
"ON","23009","ūr","ūr","28016","úr","úr"
"ON","23009","ūr","ūr","28017","úr","úr"
"ON","23010","ȳra","ȳra","30675","ýra","ýra"
"ON","23011","ūrigr","ūrigr","28042","úrigr","úrigr"
"ON","23011","ūrigr","ūrigr","28043","úrigr","úrigr"
"ON","23013","ūrr","ūrr","28056","úrr","úrr"
"ON","23035","aurigr","aurigr","1727","aurigr","aurigr"
"ON","23036","aurr ","aurr ","1728","aurr","aurr"
"ON","23195","vēl","vēl","29406","vel","vel"
"ON","23195","vēl","vēl","29407","vél","vél"
"ON","23196","vēli ","vēli ","28693","veli","veli"
"ON","23196","vēli ","vēli ","29431","véli","véli"
"ON","23245","auka","auka","1686","auka","auka"
"ON","23245","auka","auka","1687","auka","auka"
"ON","23283","vaxa","vaxa","29071","vaxa","vaxa"
"ON","23373","austr","austr","1758","austr","austr"
"ON","23373","austr","austr","1759","austr","austr"
"ON","23379","austan","austan","1741","austan","austan"
"ON","23429","ofn","ofn","18962","ofn","ofn"
"ON","23469","afi","afi","125","afi","afi"
"ON","23470","āi","āi","1974","ái","ái"
"ON","23490","ausa","ausa","1736","ausa","ausa"
"ON","23490","ausa","ausa","1737","ausa","ausa"
"ON","23491","austr","austr","1758","austr","austr"
"ON","23491","austr","austr","1759","austr","austr"
"ON","23974","poki","poki","19845","poki","poki"
"ON","23985","pūki ","pūki ","19932","púki","púki"
"ON","23994","pungr","pungr","19922","pungr","pungr"
"ON","24024","pūss","pūss","19934","púss","púss"
"ON","24039","pūstr","pūstr","19935","pústr","pústr"
"ON","24063","busilkinna","busilkinna","4500","busilkinna","busilkinna"
"ON","25226","blōmstr","blōmstr","3573","blómstr","blómstr"
"ON","26362","brum","brum","4288","brum","brum"
"ON","27048","blōta","blōta","3576","blóta","blóta"
"ON","27048","blōta","blōta","3577","blóta","blóta"
"ON","27051","blōt","blōt","3575","blót","blót"
"ON","27376","blæja","blæja","3638","blæja","blæja"
"ON","28027","botn","botn","3791","botn","botn"
"ON","28125","tīð","tīð","25552","tíð","tíð"
"ON","28126","tīðr","tīðr","25581","tíðr","tíðr"
"ON","28128","tīða","tīða","25553","tíða","tíða"
"ON","28129","tī-na","tīna","25598","tína","tína"
"ON","28148","tafn","tafn","25243","tafn","tafn"
"ON","28164","tǣpiligr","tǣpiligr","26136","tæpiligr","tæpiligr"
"ON","28181","toppr","toppr","25662","toppr","toppr"
"ON","28202","teðja","teðja","25346","teðja","teðja"
"ON","28203","tað","tað","25228","tað","tað"
"ON","28207","tǫturr","tǫturr","26185","töturr","töturr"
"ON","28211","toddi ","toddi ","25650","toddi","toddi"
"ON","28290","tār","tār","25332","tár","tár"
"ON","28361","tjōn","tjōn","25641","tjón","tjón"
"ON","28365","tȳna","tȳna","26128","týna","týna"
"ON","28522","taka","taka","25246","taka","taka"
"ON","28522","taka","taka","25247","taka","taka"
"ON","28535","teitr","teitr","25366","teitr","teitr"
"ON","28646","tīvar","tīvar","25615","tívar","tívar"
"ON","28647","Tȳr ","Tȳr ","26131","Týr","Týr"
"ON","28682","tīrr","tīrr","25600","tírr","tírr"
"ON","28791","tīgn ","tīgn ","25405","tign","tign"
"ON","28794","teigr","teigr","25352","teigr","teigr"
"ON","28802","tā","tā","25306","tá","tá"
"ON","28802","tā","tā","25307","tá","tá"
"ON","28812","teikna","teikna","25355","teikna","teikna"
"ON","28903","tagl","tagl","25244","tagl","tagl"
"ON","28913","tāg","tāg","25308","tág","tág"
"ON","28943","tiu","tiu","25603","tíu","tíu"
"ON","28955","tiund","tiund","25604","tíund","tíund"
"ON","28996","tīunda","tīunda","25605","tíunda","tíunda"
"ON","29028","hund-rað ","hundrað ","12895","hundrað","hundrað"
"ON","29052","tal","tal","25252","tal","tal"
"ON","29052","tal","tal","25313","tál","tál"
"ON","29055","telja","telja","25370","telja","telja"
"ON","29061","tala","tala","25253","tala","tala"
"ON","29061","tala","tala","25254","tala","tala"
"ON","29070","tāl","tāl","25252","tal","tal"
"ON","29070","tāl","tāl","25313","tál","tál"
"ON","29095","tjaldr","tjaldr","25624","tjaldr","tjaldr"
"ON","29096","tolla","tolla","25659","tolla","tolla"
"ON","29096","tolla","tolla","25660","tolla","tolla"
"ON","29097","tyllast ","tyllast ","26112","tyllast","tyllast"
"ON","29152","tālkn","tālkn","25323","tálkn","tálkn"
"ON","29197","telgja","telgja","25369","telgja","telgja"
"ON","29198","talga","talga","25316","tálga","tálga"
"ON","29198","talga","talga","25317","tálga","tálga"
"ON","29224","talma","talma","25328","tálma","tálma"
"ON","29307","timbra","timbra","25534","timbra","timbra"
"ON","29419","temja","temja","25371","temja","temja"
"ON","29424","tamr","tamr","25261","tamr","tamr"
"ON","29482","tǫng","tǫng","26174","töng","töng"
"ON","29491","tengja ","tengja ","25380","tengja","tengja"
"ON","29500","tā","tā","25306","tá","tá"
"ON","29500","tā","tā","25307","tá","tá"
"ON","29665","troða","troða","25852","troða","troða"
"ON","29665","troða","troða","25872","tróða","tróða"
"ON","29687","troll","troll","25855","troll","troll"
"ON","29757","tjǫrn","tjǫrn","25648","tjörn","tjörn"
"ON","29769","trōð","trōð","25871","tróð","tróð"
"ON","29769","trōð","trōð","25945","tröð","tröð"
"ON","29861","trjōna","trjōna","25851","trjóna","trjóna"
"ON","29862","trȳni","trȳni","25943","trýni","trýni"
"ON","29866","trauða","trauða","25780","trauða","trauða"
"ON","29867","trauðla ","trauðla ","25781","trauðla","trauðla"
"ON","29868","trauðr ","trauðr ","25784","trauðr","trauðr"
"ON","29945","tjasna","tjasna","25636","tjasna","tjasna"
"ON","29986","trǫf","trǫf","25947","tröf","tröf"
"ON","29987","trefr ","trefr ","25800","trefr","trefr"
"ON","30031","tyrfa","tyrfa","26118","tyrfa","tyrfa"
"ON","30032","torf","torf","25669","torf","torf"
"ON","30033","torfa","torfa","25670","torfa","torfa"
"ON","30079","targa","targa","25293","targa","targa"
"ON","30219","tjara","tjara","25633","tjara","tjara"
"ON","30226","tyrvi","tyrvi","26123","tyrvi","tyrvi"
"ON","30227","tyri ","tyri ","26119","tyri","tyri"
"ON","30232","trē","trē","25792","tré","tré"
"ON","30238","tryggr ","tryggr ","25939","tryggr","tryggr"
"ON","30243","trū","trū","25882","trú","trú"
"ON","30249","trūa","trūa","25883","trúa","trúa"
"ON","30249","trūa","trūa","25884","trúa","trúa"
"ON","30254","traustr","traustr","25791","traustr","traustr"
"ON","30255","traust ","traust ","25785","traust","traust"
"ON","30278","trog","trog","25853","trog","trog"
"ON","30405","tō","tō","25738","tó","tó"
"ON","30405","tō","tō","25739","tó","tó"
"ON","30410","tōl","tōl","25740","tól","tól"
"ON","30413","tȳja ","tȳja ","26126","týja","týja"
"ON","30413","tȳja ","tȳja ","26127","týja","týja"
"ON","30479","tjōa ","tjōa ","25638","tjóa","tjóa"
"ON","30488","toginn","toginn","25655","toginn","toginn"
"ON","30511","tog ","tog ","25651","tog","tog"
"ON","30513","toga","toga","25652","toga","toga"
"ON","30524","tygill","tygill","26105","tygill","tygill"
"ON","30526","taug","taug","25301","taug","taug"
"ON","30530","tog","tog","25651","tog","tog"
"ON","30531","taumr","taumr","25304","taumr","taumr"
"ON","30563","tjōðr","tjōðr","25639","tjóðr","tjóðr"
"ON","30638","tangi","tangi","25265","tangi","tangi"
"ON","30833","tregi","tregi","25805","tregi","tregi"
"ON","30834","tregr ","tregr ","25808","tregr","tregr"
"ON","30840","trega","trega","25801","trega","trega"
"ON","30840","trega","trega","25802","trega","trega"
"ON","30862","toppr","toppr","25662","toppr","toppr"
"ON","31112","tȳja","tȳja","26126","týja","týja"
"ON","31112","tȳja","tȳja","26127","týja","týja"
"ON","31134","tvennr","tvennr","26019","tvennr","tvennr"
"ON","31135","tvinnr ","tvinnr ","26026","tvinnr","tvinnr"
"ON","31137","tvinna ","tvinna ","26022","tvinna","tvinna"
"ON","31168","tvistra","tvistra","26030","tvistra","tvistra"
"ON","31168","tvistra","tvistra","26031","tvístra","tvístra"
"ON","31172","kvistr","kvistr","15305","kvistr","kvistr"
"ON","31174","kvīsl","kvīsl","15323","kvísl","kvísl"
"ON","31175","tvis-var","tvisvar","26032","tvisvar","tvisvar"
"ON","31176","tvistr ","tvistr ","26029","tvistr","tvistr"
"ON","31204","dafla","dafla","4819","dafla","dafla"
"ON","31238","dafna","dafna","4820","dafna","dafna"
"ON","31552","dāsi","dāsi","5028","dási","dási"
"ON","31568","dapr","dapr","4902","dapr","dapr"
"ON","31742","dilkr","dilkr","5094","dilkr","dilkr"
"ON","31896","deig ","deig ","5034","deig","deig"
"ON","31899","digr","digr","5075","digr","digr"
"ON","31907","digull ","digull ","5087","digull","digull"
"ON","31927","dalr","dalr","4887","dalr","dalr"
"ON","31933","dalr","dalr","4887","dalr","dalr"
"ON","31949","dǣla","dǣla","5666","dæla","dæla"
"ON","32010","dalkr ","dalkr ","5002","dálkr","dálkr"
"ON","32024","dolg","dolg","5171","dólg","dólg"
"ON","32025","dolgr","dolgr","5173","dólgr","dólgr"
"ON","32053","dāmr","dāmr","5005","dámr","dámr"
"ON","32067","dȳ","dȳ","5613","dý","dý"
"ON","32082","dumba","dumba","5505","dumba","dumba"
"ON","32144","detta","detta","5060","detta","detta"
"ON","32151","dyntr","dyntr","5601","dyntr","dyntr"
"ON","32153","dyttr","dyttr","5612","dyttr","dyttr"
"ON","32165","dengja","dengja","5057","dengja","dengja"
"ON","32277","drafli","drafli","5212","drafli","drafli"
"ON","32278","drafna","drafna","5213","drafna","drafna"
"ON","32382","drangr","drangr","5255","drangr","drangr"
"ON","32383","drengr ","drengr ","5328","drengr","drengr"
"ON","32418","drōtt","drōtt","5386","drótt","drótt"
"ON","32421","drōttinn","drōttinn","5390","dróttinn","dróttinn"
"ON","32505","drīta","drīta","5365","dríta","dríta"
"ON","32509","dreita","dreita","5306","dreita","dreita"
"ON","32519","draga","draga","5215","draga","draga"
"ON","32519","draga","draga","5216","draga","draga"
"ON","32522","drag","drag","5214","drag","drag"
"ON","32525","dregill","dregill","5296","dregill","dregill"
"ON","32526","drōg","drōg","5382","dróg","dróg"
"ON","32574","djarfr","djarfr","5121","djarfr","djarfr"
"ON","32576","dramb","dramb","5231","dramb","dramb"
"ON","32578","drumbr","drumbr","5421","drumbr","drumbr"
"ON","32690","dǫgg","dǫgg","5702","dögg","dögg"
"ON","32714","deyja","deyja","5070","deyja","deyja"
"ON","32719","dauðr","dauðr","4962","dauðr","dauðr"
"ON","32719","dauðr","dauðr","4963","dauðr","dauðr"
"ON","32723","dauð-r","dauðr","4962","dauðr","dauðr"
"ON","32723","dauð-r","dauðr","4963","dauðr","dauðr"
"ON","32740","dā","dā","4982","dá","dá"
"ON","32740","dā","dā","4983","dá","dá"
"ON","32741","dā","dā","4982","dá","dá"
"ON","32741","dā","dā","4983","dá","dá"
"ON","32875","dȳja","dȳja","5615","dýja","dýja"
"ON","32877","daunn ","daunn ","4978","daunn","daunn"
"ON","32878","dūnn","dūnn","5517","dunn","dunn"
"ON","32878","dūnn","dūnn","5554","dúnn","dúnn"
"ON","32918","daufr","daufr","4975","daufr","daufr"
"ON","32921","deyfa","deyfa","5067","deyfa","deyfa"
"ON","32931","dofinn","dofinn","5163","dofinn","dofinn"
"ON","32932","dofna ","dofna ","5164","dofna","dofna"
"ON","32933","dupt","dupt","5519","dupt","dupt"
"ON","32941","dūfa","dūfa","5542","dúfa","dúfa"
"ON","32945","dumbr","dumbr","5507","dumbr","dumbr"
"ON","33025","dvala","dvala","5559","dvala","dvala"
"ON","33025","dvala","dvala","5560","dvala","dvala"
"ON","33031","dul","dul","5487","dul","dul"
"ON","33032","dylja","dylja","5592","dylja","dylja"
"ON","33038","dulinn","dulinn","5499","dulinn","dulinn"
"ON","33039","dvelja ","dvelja ","5567","dvelja","dvelja"
"ON","33045","dvǫl","dvǫl","5572","dvöl","dvöl"
"ON","33045","dvǫl","dvǫl","5573","dvöl","dvöl"
"ON","33052","dylminn","dylminn","5593","dylminn","dylminn"
"ON","33265","dūsa","dūsa","5558","dúsa","dúsa"
"ON","33266","dūs ","dūs ","5557","dús","dús"
"ON","33267","dūra ","dūra ","5524","dura","dura"
"ON","33267","dūra ","dūra ","5555","dúra","dúra"
"ON","33278","dys","dys","5610","dys","dys"
"ON","33288","dust","dust","5537","dust","dust"
"ON","33288","dust","dust","5538","dust","dust"
"ON","33292","dȳr","dȳr","5604","dyr","dyr"
"ON","33292","dȳr","dȳr","5619","dýr","dýr"
"ON","33324","dunna","dunna","5518","dunna","dunna"
"ON","33391","darrað-r","darraðr","4906","darraðr","darraðr"
"ON","33392","darr ","darr ","4905","darr","darr"
"ON","33404","draf","draf","5209","draf","draf"
"ON","33406","drafna","drafna","5213","drafna","drafna"
"ON","33415","drepa","drepa","5337","drepa","drepa"
"ON","33419","drep","drep","5336","drep","drep"
"ON","33423","drāp","drāp","5257","drap","drap"
"ON","33423","drāp","drāp","5285","dráp","dráp"
"ON","33424","drāpa","drāpa","5286","drápa","drápa"
"ON","33432","drāk","drāk","5283","drák","drák"
"ON","33463","drīfa","drīfa","5361","drífa","drífa"
"ON","33463","drīfa","drīfa","5362","drífa","drífa"
"ON","33469","drift","drift","5358","drift","drift"
"ON","33470","drif","drif","5355","drif","drif"
"ON","33504","dreyri","dreyri","5351","dreyri","dreyri"
"ON","33530","drūpa ","drūpa ","5423","drúpa","drúpa"
"ON","33531","dropi ","dropi ","5381","dropi","dropi"
"ON","33567","draugr","draugr","5263","draugr","draugr"
"ON","33571","draumr","draumr","5273","draumr","draumr"
"ON","33602","dōttir","dōttir","5208","dóttir","dóttir"
"ON","33615","dynr","dynr","5602","dynr","dynr"
"ON","33623","dynkr","dynkr","5600","dynkr","dynkr"
"ON","33703","dyrr","dyrr","5609","dyrr","dyrr"
"ON","33703","dyrr","dyrr","5661","dýrr","dýrr"
"ON","33725","dvergr","dvergr","5570","dvergr","dvergr"
"ON","33733","dyrgja","dyrgja","5605","dyrgja","dyrgja"
"ON","33733","dyrgja","dyrgja","5606","dyrgja","dyrgja"
"ON","33911","es","es","6691","es","es"
"ON","33912","er","er","6574","er","er"
"ON","33912","er","er","6575","er","er"
"ON","33912","er","er","6576","ér","ér"
"ON","34123","einn","einn","6042","einn","einn"
"ON","34124","einka ","einka ","5993","einka","einka"
"ON","34125","ekkja ","ekkja ","6195","ekkja","ekkja"
"ON","34141","einga","einga","5967","einga","einga"
"ON","34193","eta","eta","6699","eta","eta"
"ON","34193","eta","eta","6700","eta","eta"
"ON","34235","ǣtr","ǣtr","2525","ætr","ætr"
"ON","34244","āt","āt","1375","at","at"
"ON","34244","āt","āt","1376","at","at"
"ON","34244","āt","āt","1377","at","at"
"ON","34244","āt","āt","1378","at","at"
"ON","34244","āt","āt","1379","at","at"
"ON","34244","āt","āt","1380","at","at"
"ON","34244","āt","āt","2368","át","át"
"ON","34244","āt","āt","2369","át","át"
"ON","34245","āta","āta","1381","ata","ata"
"ON","34245","āta","āta","2370","áta","áta"
"ON","34286","jǫtunn","jǫtunn","14073","jötunn","jötunn"
"ON","34310","tǫnn","tǫnn","25761","tónn","tónn"
"ON","34310","tǫnn","tǫnn","26175","tönn","tönn"
"ON","34316","tindr","tindr","25542","tindr","tindr"
"ON","34357","ekla","ekla","6200","ekla","ekla"
"ON","34358","ekla","ekla","6200","ekla","ekla"
"ON","34402","ek","ek","6188","ek","ek"
"ON","34402","ek","ek","6189","ek","ek"
"ON","34406","ēk ","ēk ","6188","ek","ek"
"ON","34406","ēk ","ēk ","6189","ek","ek"
"ON","34442","igull ","igull ","13723","ígull","ígull"
"ON","34443","īgull","īgull","13723","ígull","ígull"
"ON","34620","eiðr","eiðr","5824","eiðr","eiðr"
"ON","34627","vīðr","vīðr","29777","viðr","viðr"
"ON","34627","vīðr","vīðr","29778","viðr","viðr"
"ON","34627","vīðr","vīðr","29779","viðr","viðr"
"ON","34627","vīðr","vīðr","30196","víðr","víðr"
"ON","34652","eið","eið","5808","eið","eið"
"ON","34714","ār","ār","2124","ár","ár"
"ON","34714","ār","ār","2125","ár","ár"
"ON","34714","ār","ār","2126","ár","ár"
"ON","34714","ār","ār","2127","ár","ár"
"ON","34714","ār","ār","2128","ár","ár"
"ON","34815","eiga","eiga","5834","eiga","eiga"
"ON","34815","eiga","eiga","5835","eiga","eiga"
"ON","34820","eiginn","eiginn","5860","eiginn","eiginn"
"ON","34828","eigin","eigin","5838","eigin","eigin"
"ON","34828","eigin","eigin","5839","eigin","eigin"
"ON","34830","eigna","eigna","5868","eigna","eigna"
"ON","34834","ǣtt","ǣtt","2526","ætt","ætt"
"ON","34835","att","att","2387","átt","átt"
"ON","34835","att","att","2388","átt","átt"
"ON","34838","eign","eign","5867","eign","eign"
"ON","34918","eisa","eisa","6145","eisa","eisa"
"ON","34918","eisa","eisa","6146","eisa","eisa"
"ON","34934","íss","íss","13771","íss","íss"
"ON","35017","elri","elri","6334","elri","elri"
"ON","35018","elrir ","elrir ","6335","elrir","elrir"
"ON","35019","alr","alr","880","alr","alr"
"ON","35020","ǫlr","ǫlr","19523","ölr","ölr"
"ON","35020","ǫlr","ǫlr","19524","ölr","ölr"
"ON","35061","almr","almr","2067","álmr","álmr"
"ON","35079","elgr","elgr","6288","elgr","elgr"
"ON","35111","lamb","lamb","15540","lamb","lamb"
"ON","35128","alka","alka","2063","álka","álka"
"ON","35174","ū̆ldna","ū̆ldna","27870","úldna","úldna"
"ON","35176","ȳ̆lda","ȳ̆lda","30668","ýlda","ýlda"
"ON","35256","lǫn","lǫn","16616","lón","lón"
"ON","35257","elta","elta","6353","elta","elta"
"ON","35259","illr","illr","13597","illr","illr"
"ON","35294","ǫln","ǫln","19519","öln","öln"
"ON","35296","ǭln","ǭln","19519","öln","öln"
"ON","35372","limr","limr","16277","limr","limr"
"ON","35373","lim","lim","16266","lim","lim"
"ON","35373","lim","lim","16422","lím","lím"
"ON","35375","līmi ","līmi ","16424","lími","lími"
"ON","35380","liðr","liðr","16219","liðr","liðr"
"ON","35387","liða ","liða ","16333","líða","líða"
"ON","35387","liða ","liða ","16334","líða","líða"
"ON","35390","liðugr","liðugr","16247","liðugr","liðugr"
"ON","35412","alr","alr","880","alr","alr"
"ON","35477","niðr","niðr","18620","niðr","niðr"
"ON","35477","niðr","niðr","18621","niðr","niðr"
"ON","35503","ī","ī","13707","í","í"
"ON","35616","undorn ","undorn ","27277","undorn","undorn"
"ON","35620","iðrar","iðrar","13531","iðrar","iðrar"
"ON","35635","īstr ","īstr ","13775","ístr","ístr"
"ON","35636","īstra ","īstra ","13776","ístra","ístra"
"ON","35811","nā ","nā ","18431","ná","ná"
"ON","35854","ān","ān","1007","an","an"
"ON","35854","ān","ān","2108","án","án"
"ON","35855","ōn","ōn","19362","ón","ón"
"ON","35880","niund ","niund ","18684","níund","níund"
