index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
10,0,atque,coordinating_conjunction,atque,atque,cc,12,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],10,\N,2
11,0,hominum,noun,homo,homin,nmod,12,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'num']",[hɔmɪn̪ũː],10,\N,2
12,0,rex,noun,rex,rex,conj,7,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['rex'],[rɛks],10,\N,2
13,0,sideream,adjective,sidereus,sidere,amod,12,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['si', 'de', 're', 'am']",[sɪd̪ɛrɛ̣jãː],10,\N,3
14,0,in,adposition,in,in,case,15,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],10,\N,3
15,0,sedem,noun,sedes,sed,obl,7,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['se', 'dem']",[sɛd̪ẽː],10,\N,3
16,0,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,10,\N,3
17,0,terras,noun,terra,terr,obj,23,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ras']",[t̪ɛrras],10,\N,3
18,0,unde,adverb,unde,und,advmod:lmod,23,"{AdverbialType: [location], PronominalType: [relative]}","{F: [neg], N: [pos], V: [pos]}","['un', 'de']",[ʊn̪d̪ɛ],10,\N,3
19,0,arduus,adjective,arduus,ardu,amod,21,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ar', 'du', 'us']",[ard̪ʊjʊs],10,\N,3
20,0,omnis,determiner,omnis,omn,det,21,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'nis']",[ɔmn̪ɪs],10,\N,3
21,0,castraque,noun,castraqus,castr,nsubj,23,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['cas', 'tra', 'que']",[kast̪rakʷɛ],10,\N,4
22,0,Dardanidum,adjective,dardanidus,Dardanid,amod,21,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['dar', 'da', 'ni', 'dum']",[d̪ard̪an̪ɪd̪ũː],10,\N,4
23,0,adspectat,verb,asspecto,adspecta,conj,0,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 'spec', 'tat']",[ad̪spɛkt̪at̪],10,\N,4
24,0,populosque,noun,populus,popul,obj,23,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['po', 'pu', 'los', 'que']",[pɔpʊlɔskʷɛ],10,\N,4
25,0,Latinos,adjective,latinus,Latin,amod,24,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['la', 'ti', 'nos']",[lat̪ɪn̪ɔs],10,\N,4
26,0,.,punctuation,.,.,punct,0,\N,\N,['.'],\N,10,\N,4
0,1,Considunt,verb,considuo,Considu,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'si', 'dunt']",[kɔːn̪sɪd̪ʊn̪t̪],10,\N,5
1,1,tectis,noun,tectus,tect,obl:arg,0,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['tec', 'tis']",[t̪ɛkt̪ɪs],10,\N,5
2,1,bipatentibus,adjective,bipatens,bipatent,amod,1,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['bi', 'pa', 'ten', 'ti', 'bus']",[bɪpat̪ɛn̪t̪ɪbʊs],10,\N,5
3,1,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N,10,\N,5
4,1,incipit,verb,incipio,incipi,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['in', 'ci', 'pit']",[ɪŋkɪpɪt̪],10,\N,5
5,1,ipse,determiner,ipse,ipse,nsubj,4,"{Case: [nominative], Form: [pos], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'se']",[ɪpsɛ],10,\N,5
6,1,:,punctuation,:,:,punct,0,\N,\N,[':'],\N,10,\N,5
0,2,"""Caelicolae",noun,"""caelicola","""Caelicol",nmod,1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['""cae', 'li', 'co', 'lae']",[kajlɪkɔlaj],10,\N,6
1,2,magni,noun,magnus,magn,root,-1,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['mag', 'ni']",[maŋn̪ɪ],10,\N,6
2,2,",",punctuation,",",",",punct,4,\N,\N,"[',']",\N,10,\N,6
3,2,quianam,noun,quiana,quian,nsubj,4,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['quia', 'nam']",[kʷɪ̣jan̪ãː],10,\N,6
4,2,sententia,noun,sententia,sentent,nsubj,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sen', 'ten', 'ti', 'a']",[sɛn̪t̪ɛn̪t̪ɪ̣ja],10,\N,6
5,2,vobis,determiner,vobus,vob,det,6,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['vo', 'bis']",[wɔbɪs],10,\N,6
6,2,versa,adjective,versus,vers,obj,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ver', 'sa']",[wɛrsa],10,\N,7
7,2,retro,verb,retro,retr,conj,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'tro']",[rɛt̪rɔ],10,\N,7
8,2,tantumque,adverb,tantumque,tant,advmod:emph,10,\N,"{F: [neg], N: [pos], V: [pos]}","['tan', 'tum', 'que']",[t̪an̪t̪ʊmkʷɛ],10,\N,7
9,2,animis,noun,animus,anim,nsubj:pass,10,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['a', 'ni', 'mis']",[an̪ɪmɪs],10,\N,7
10,2,certatis,verb,certo,certat,advcl:abs,7,"{Aspect: [perfective], Case: [ablative], Gender: [masculine], InflClass: [lat_a, nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['cer', 'ta', 'tis']",[kɛrt̪at̪ɪs],10,\N,7
11,2,iniquis,adjective,iniquis,iniqu,nsubj:pass,10,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['in', 'i', 'quis']",[ɪn̪ɪkʷɪs],10,\N,7
12,2,?,punctuation,?,?,punct,1,\N,\N,['?'],\N,10,\N,7
0,3,Abnueram,adjective,abnus,Abnuer,amod,2,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ab', 'nu', 'e', 'ram']",[abn̪ʊjɛrãː],10,\N,8
1,3,bello,noun,bellus,bell,obl,3,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['bel', 'lo']",[bɛɫlɔ],10,\N,8
2,3,Italiam,noun,italia,Itali,obj,3,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['i', 'ta', 'li', 'am']",[ɪt̪alɪ̣jãː],10,\N,8
3,3,concurrere,verb,concurro,concurrer,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['con', 'cur', 're', 're']",[kɔŋkʊrrɛrɛ],10,\N,8
4,3,Teucris,noun,teucrus,Teucr,nmod,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['teu', 'cris']",[t̪ewkrɪs],10,\N,8
5,3,.,punctuation,.,.,punct,3,\N,\N,['.'],\N,10,\N,8
0,4,Quae,noun,qui,Qu,nsubj,3,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['quae'],[kʷaj],10,\N,9
1,4,contra,adposition,contra,contr,case,2,\N,"{F: [pos], N: [neg], V: [neg]}","['con', 'tra']",[kɔn̪t̪ra],10,\N,9
2,4,vetitum,verb,vitio,vetit,obl,3,"{Aspect: [perfective], Case: [accusative], Gender: [neuter], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ve', 'ti', 'tum']",[wɛt̪ɪt̪ũː],10,\N,9
3,4,discordia,noun,discordia,discord,root,-1,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['dis', 'cor', 'di', 'a']",[d̪ɪskɔrd̪ɪ̣ja],10,\N,9
4,4,?,punctuation,?,?,punct,3,\N,\N,['?'],\N,10,\N,9
0,5,Quis,pronoun,quis,Qu,nsubj,10,"{Case: [nominative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [interrogative]}","{F: [pos], N: [pos], V: [neg]}",['quis'],[kʷɪs],10,\N,9
1,5,metus,noun,metus,met,nsubj,10,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['me', 'tus']",[mɛt̪ʊs],10,\N,9
2,5,aut,coordinating_conjunction,aut,aut,cc,3,\N,{F: [pos]},['aut'],[awt̪],10,\N,9
3,5,hos,determiner,hic,h,conj,1,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hos'],[hɔs],10,\N,9
4,5,aut,coordinating_conjunction,aut,aut,cc,5,\N,{F: [pos]},['aut'],[awt̪],10,\N,10
5,5,hos,determiner,hic,h,det,6,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['hos'],[hɔs],10,\N,10
6,5,arma,noun,arma,arm,obj,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ma']",[arma],10,\N,10
7,5,sequi,verb,sequor,sequ,xcomp,10,"{Aspect: [imperfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['se', 'qui']",[sɛkʷɪ],10,\N,10
8,5,ferrumque,noun,ferrum,ferr,obj,9,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fer', 'rum', 'que']",[fɛrrʊmkʷɛ],10,\N,10
9,5,lacessere,verb,lacedo,lacesser,xcomp,10,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['la', 'ces', 'se', 're']",[lakɛssɛrɛ],10,\N,10
10,5,suasit,verb,suamo,suasi,root,-1,"{Aspect: [perfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [past], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['su', 'a', 'sit']",[sʊjasɪt̪],10,\N,10
11,5,?,punctuation,?,?,punct,10,\N,\N,['?'],\N,10,\N,10
0,6,Adveniet,verb,advenio,Advenie,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ad', 've', 'ni', 'et']",[ad̪wɛn̪ɪ̣jɛt̪],10,\N,11
1,6,iustum,adjective,iustus,iust,nsubj,0,"{Case: [nominative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ius', 'tum']",[jʊst̪ũː],10,\N,11
2,6,pugnae,noun,pugna,pugn,nmod,1,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pug', 'nae']",[pʊŋn̪aj],10,\N,11
3,6,",",punctuation,",",",",punct,5,\N,\N,"[',']",\N,10,\N,11
4,6,ne,subordinating_conjunction,ne,ne,mark,5,\N,{F: [pos]},['ne'],[n̪ɛ],10,\N,11
5,6,arcessite,verb,arcedo,arcessit,advcl,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ar', 'ces', 'si', 'te']",[arkɛssɪt̪ɛ],10,\N,11
6,6,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,10,\N,11
7,6,tempus,noun,tempus,temp,obj,5,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tem', 'pus']",[t̪ɛmpʊs],10,\N,11
8,6,",",punctuation,",",",",punct,19,\N,\N,"[',']",\N,10,\N,11
9,6,cum,adposition,cum,cum,case,10,\N,"{F: [pos], N: [neg], V: [neg]}",['cum'],[kũː],10,\N,12
10,6,fera,noun,fera,fer,obl,19,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fe', 'ra']",[fɛra],10,\N,12
11,6,Karthago,noun,karthagus,Karthag,nsubj,19,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['kar', 'tha', 'go']",[kart̪ʰagɔ],10,\N,12
12,6,Romanis,adjective,romanus,Roman,amod,13,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['ro', 'ma', 'nis']",[rɔman̪ɪs],10,\N,12
13,6,arcibus,noun,arx,arc,obl,19,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ar', 'ci', 'bus']",[arkɪbʊs],10,\N,12
14,6,olim,adposition,olim,oli,case,15,\N,"{F: [pos], N: [neg], V: [neg]}","['o', 'lim']",[ɔɫĩː],10,\N,12
15,6,exitium,noun,exitium,exiti,obl,19,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ex', 'i', 'ti', 'um']",[ɛksɪt̪ɪ̣jũː],10,\N,13
16,6,magnum,adjective,magnus,magn,amod,15,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mag', 'num']",[maŋn̪ũː],10,\N,13
17,6,atque,coordinating_conjunction,atque,atque,cc,18,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],10,\N,13
18,6,Alpes,noun,alies,Alp,conj,15,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['al', 'pes']",[aɫpɛs],10,\N,13
19,6,immittet,verb,immitto,immitte,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['im', 'mit', 'tet']",[ɪmmɪt̪t̪ɛt̪],10,\N,13
20,6,apertas,verb,aperio,apert,ccomp,19,"{Aspect: [perfective], Case: [accusative], Gender: [feminine], InflClass: [nominal], Number: [plural], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['a', 'per', 'tas']",[apɛrt̪as],10,\N,13
21,6,:,punctuation,:,:,punct,0,\N,\N,[':'],\N,10,\N,13
0,7,tum,coordinating_conjunction,tum,tum,mark,1,\N,{F: [pos]},['tum'],[t̪ũː],10,\N,14
1,7,certare,verb,certo,certar,xcomp,7,"{Aspect: [imperfective], InflClass: [lat_a], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cer', 'ta', 're']",[kɛrt̪arɛ],10,\N,14
2,7,odiis,noun,odium,odi,obl:arg,1,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['o', 'di', 'is']",[ɔd̪ɪ̣jɪs],10,\N,14
3,7,",",punctuation,",",",",punct,7,\N,\N,"[',']",\N,10,\N,14
4,7,tum,coordinating_conjunction,tum,tum,cc,7,\N,{F: [pos]},['tum'],[t̪ũː],10,\N,14
5,7,res,noun,res,r,obj,6,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_e], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}",['res'],[rɛs],10,\N,14
6,7,rapuisse,verb,rapeo,rapuiss,xcomp,7,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ra', 'pu', 'is', 'se']",[rapujssɛ],10,\N,14
7,7,licebit,verb,licet,licebi,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [future], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['li', 'ce', 'bit']",[lɪkɛbɪt̪],10,\N,14
8,7,.,punctuation,.,.,punct,7,\N,\N,['.'],\N,10,\N,14
0,8,Nunc,adverb,nunc,Nunc,advmod:tmod,1,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['nunc'],[n̪ʊŋk],10,\N,15
1,8,sinite,verb,sino,sinit,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['si', 'ni', 'te']",[sɪn̪ɪt̪ɛ],10,\N,15
2,8,et,coordinating_conjunction,et,et,cc,5,\N,{F: [pos]},['et'],[ɛt̪],10,\N,15
3,8,placitum,noun,placitus,placit,obj,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pla', 'ci', 'tum']",[plakɪt̪ũː],10,\N,15
4,8,laeti,adjective,laetus,laet,amod,3,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [pos]}","['lae', 'ti']",[lajt̪ɪ],10,\N,15
5,8,componite,verb,compono,componit,conj,1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [plural], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['com', 'po', 'ni', 'te']",[kɔmpɔn̪ɪt̪ɛ],10,\N,15
6,8,foedus,noun,foedus,foed,obj,5,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['foe', 'dus']",[fojd̪ʊs],10,\N,15
7,8,.,punctuation,.,.,punct,8,\N,\N,['.'],\N,10,\N,15
8,8,"""",verb,ego,"""",conj,5,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""']",\N,10,\N,15
9,8,Iuppiter,proper_noun,iuppiter,Iuppite,nsubj,8,"{Foreign: [pos], Gender: [masculine], NameType: [person_given_name], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['iup', 'pi', 'ter']",[jʊppɪt̪ɛr],10,\N,16
10,8,haec,determiner,hic,haec,obj,8,"{Case: [accusative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],10,\N,16
11,8,paucis,determiner,paucus,pauc,det,10,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Numeral: [cardinal], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['pau', 'cis']",[pawkɪs],10,\N,16
12,8,;,punctuation,;,;,punct,1,\N,\N,[';'],\N,10,\N,16
0,9,at,verb,at,at,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['at'],[at̪],10,\N,16
1,9,non,particle,non,non,advmod:neg,0,{Polarity: [neg]},{F: [pos]},['non'],[n̪ɔn̪],10,\N,16
2,9,Venus,noun,Venus,Ven,nsubj,0,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ve', 'nus']",[wɛn̪ʊs],10,\N,16
3,9,aurea,adjective,aureus,aure,amod,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['au', 're', 'a']",[awrɛ̣ja],10,\N,16
4,9,contra,adposition,contra,contr,case,5,\N,"{F: [pos], N: [neg], V: [neg]}","['con', 'tra']",[kɔn̪t̪ra],10,\N,16
5,9,pauca,determiner,paucus,pauc,obl,6,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Numeral: [cardinal], Number: [plural], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['pau', 'ca']",[pawka],10,\N,17
6,9,refert,verb,refero,refer,ccomp,0,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'fert']",[rɛfɛrt̪],10,\N,17
7,9,:,punctuation,:,:,punct,0,\N,\N,[':'],\N,10,\N,17
0,10,"""O",verb,"""O","""O",root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [imperative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['""o']",[ɔ],10,\N,18
1,10,pater,noun,pater,pate,nsubj,0,"{Case: [nominative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'ter']",[pat̪ɛr],10,\N,18
2,10,",",punctuation,",",",",punct,3,\N,\N,"[',']",\N,10,\N,18
3,10,O,verb,o,O,conj,0,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [second], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}",['o'],[ɔ],10,\N,18
4,10,hominum,noun,homo,homin,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ho', 'mi', 'num']",[hɔmɪn̪ũː],10,\N,18
5,10,rerumque,determiner,remusque,rer,det,4,"{Case: [genitive], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['re', 'rum', 'que']",[rɛrʊmkʷɛ],10,\N,18
6,10,aeterna,adjective,aeternus,aetern,amod,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ter', 'na']",[ajt̪ɛrn̪a],10,\N,18
