lemma_id,lemma,sense_num,page_num,type,ipa,orthography,pos,gender,etymology,entry,entry_str,gloss
1,abbud-hád,\N,2,main,ɑbːudhád,"abbud-hád, es",n.,m.,\N,"<div class=""oldenglish bodytext""><I>state</I> or <I>dignity of an abbot;</I> abbatis dignitas :-- Munuchád and abbudhád ne syndon getealde to ðysum getele <I>monkhood and abbothood are not reckoned in this number,</I> L. Ælf. C. 18; Th. ii. 348, 31.</div>","state or dignity of an abbot; abbatis dignitas :-- Munuchád and abbudhád ne syndon getealde to ðysum getele monkhood and abbothood are not reckoned in this number, L. Ælf. C. 18; Th. ii. 348, 31.",state
1,abbudisse,\N,2,main,ɑbːudisːe,"abbudisse, an",n.,m.,\N,"<div class=""oldenglish bodytext""><I>abbess</I> :-- Ða sealde seó abbudisse him sumne dǽl ðære moldan <I>tunc dedit ei abbatissa portiunculam de pulvere illo,</I> Bd. 3, 11; S. 536, 38. v. abbadisse.</div>","abbess :-- Ða sealde seó abbudisse him sumne dǽl ðære moldan tunc dedit ei abbatissa portiunculam de pulvere illo, Bd. 3, 11; S. 536, 38. v. abbadisse.",abbess
1,a-beág,\N,2,main,ɑbeág,a-beág,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bealh,\N,2,main,ɑbæːɑɫh,a-bealh,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-beátan,\N,2,main,ɑbeátɑn,a-beátan; p. -beót; pp. -beáten,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-beden,\N,2,main,ɑbeden,a-beden,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,abedisse,\N,2,main,ɑbedisːe,"abedisse, an",n.,f.,\N,"<div class=""oldenglish bodytext""><I>abbess;</I> abbatissa :-- Ðære abedissan betæhton <I>committed to the abbess,</I> Chr. 1048; Erl. 181, 28. v. abbadisse.</div>","abbess; abbatissa :-- Ðære abedissan betæhton committed to the abbess, Chr. 1048; Erl. 181, 28. v. abbadisse.",abbess
1,a-began,\N,2,main,ɑbegɑn,a-began; p. de; pp. ed,v. trans.,\N,\N,"<div class=""oldenglish bodytext""><I>bend, bend down, bow, reduce, subdue;</I> incurvare, redigere, subigere :-- Weorþe heora bæc swylce abéged eác <I>dorsum illorum semper incurva,</I> Ps. Th. 68, 24: Chr. 1073; Erl. 212, 1: 1087; Th. 356, 10. v. bégan.</div>","bend, bend down, bow, reduce, subdue; incurvare, redigere, subigere :-- Weorþe heora bæc swylce abéged eác dorsum illorum semper incurva, Ps. Th. 68, 24: Chr. 1073; Erl. 212, 1: 1087; Th. 356, 10. v. bégan.","bend, bend down, bow, reduce, subdue"
1,a-bégendlíc,\N,2,main,ɑbégendlík,a-bégendlíc,adj.,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-behófian,\N,2,main,ɑbeçófiɑn,a-behófian; p. ode,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-belgan,\N,2,main,ɑbeɫgɑn,"a-belgan, ic -beige, ðú -bilgst, -bilhst, he -bylgþ, -bilhþ, pl. -belgaþ; p. -bealg, -bealh, pl. -bulgon; pp. -bolgen",v. trans.,\N,"[a, belgan v. trans. [a, belgan to irritate]","<div class=""oldenglish bodytext""></div>",\N,\N
1,a-beódan,\N,2,main,ɑbeódɑn,a-beódan; p. -beád; pp. -boden,v. a.,\N,"[a, beódan v. a. [a, beódan to order]","<div class=""oldenglish bodytext""></div>",\N,\N
1,edicere,\N,3,main,edikere,"edicere, oflerre, jubere :-- Ðæt he wolde ðæt ǽrende abeódan",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-beoflan,\N,3,main,ɑbeoflɑn,a-beoflan,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-beornan,\N,3,main,ɑbeorˠnɑn,"a-beornan; p. -bearn, -barn, pl. -burnon; pp. -bornen",v. intrans.,\N,\N,"<div class=""oldenglish bodytext""><I>bvrn;</I> exardere :-- Fyr abarn <I>exarsit ignis,</I> Ps. Th. 105,16. v. beornan.</div>","bvrn; exardere :-- Fyr abarn exarsit ignis, Ps. Th. 105,16. v. beornan.",bvrn
1,a-beran,\N,3,main,ɑberɑn,a-beran; p. -bær; pp. -boren. I.,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-berd,\N,3,main,ɑberˠd,"a-berd, -bered",adj.,\N,\N,"<div class=""oldenglish bodytext""><I>crafty, cunning;</I> callidus. Wrt. Voc. 47, 36: Lchdm, iii. 192, 10; 188, 26: 186,17.</div>","crafty, cunning; callidus. Wrt. Voc. 47, 36: Lchdm, iii. 192, 10; 188, 26: 186,17.","crafty, cunning"
1,a-berend-líc,\N,3,main,ɑberendlík,a-berend-líc j,adj.,\N,[berende adj. [berende bearing],"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-berstan,\N,3,main,ɑberˠstɑn,"a-berstan; p. -bearst, pl. -burston; pp. -borsten",,\N,"[a, berstan]","<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bet,\N,3,main,ɑbet,a-bet,adv.,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-beþecian,\N,3,main,ɑbeðekiɑn,a-beþecian; subj. ðú abeþecige; p. ode; pp. od,,\N,"[be, þeccan to cover]","<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bicgan,\N,3,main,ɑbikgɑn,a-bicgan; p. -bohte; pp. boht,v. a.,\N,"[a, bycgan v. a. [a, bycgan to buy]","<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bídan,\N,3,main,ɑbídɑn,"a-bídan, ic -bíde, ðú -bídest, -bítst, -bíst, he -bídeþ, -bít, pl. -bídaþ; p. -bád, pl. -bidon; pp. -biden",v. intrans.,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-biddan,\N,3,main,ɑbidːɑn,"a-biddan, ic -bidde, ðú -bidest, -bitst, he -bit, -byt, -bitt, pl. -biddaþ; p. -bæd, pl. -bǽdon; pp. -beden",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-biflan,\N,3,main,ɑbiflɑn,"a-biflan, -bifigan; p. ode, ede; pp. od, ed",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bilgþ,\N,3,main,ɑbiɫgθ,"a-bilgþ, a-bilhþ",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-biran,\N,3,main,ɑbirɑn,a-biran,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bísegien,\N,3,main,ɑbísegien,a-bísegien,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bit,\N,3,main,ɑbit,a-bit,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bítan,\N,3,main,ɑbítɑn,"a-bítan, ic -bíte, ðú -bítest, -bítst, he -bíteþ, -bit, pl. -bítaþ; p. -bát, pl. -biton; pp. -biten",v. a.,\N,\N,"<div class=""oldenglish bodytext""><I>bite, eat, consume, devour;</I> mordere, arrodere, mordendo necare, comedere, devorare :-- Gif hit wíldeór abítaþ, bere forþ ðæt abitene and ne agife <I>si comestum a bestia, deferat ad eum quod occisum est, et non restituet,</I> Ex. 22,13. He abát his suna <I>he ate his children.</I> Salm. Kmbl. p. 121,15. Ðæt se wód-freca were-wulf tó fela ne abíte of godcundre heorde <I>that the ferocious man-wolf devour not too many of the spiritual flock,</I> L. I. P. 6; Th. ii. 310, 31. Míne scép sind abitene <I>my sheep are devoured.</I> Homl. Th. i. 242, IO. Ðú his ne abítst <I>non comedas ex eo.</I> Deut. 28, 31. v. bítan.</div>","bite, eat, consume, devour; mordere, arrodere, mordendo necare, comedere, devorare :-- Gif hit wíldeór abítaþ, bere forþ ðæt abitene and ne agife si comestum a bestia, deferat ad eum quod occisum est, et non restituet, Ex. 22,13. He abát his suna he ate his children. Salm. Kmbl. p. 121,15. Ðæt se wód-freca were-wulf tó fela ne abíte of godcundre heorde that the ferocious man-wolf devour not too many of the spiritual flock, L. I. P. 6; Th. ii. 310, 31. Míne scép sind abitene my sheep are devoured. Homl. Th. i. 242, IO. Ðú his ne abítst non comedas ex eo. Deut. 28, 31. v. bítan.","bite, eat, consume, devour"
1,a-biterian,\N,3,main,ɑbiteriɑn,"a-biterian, -bitrian; p. ode; pp. od",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bi-tweónum,\N,3,main,ɑbitweónum,a-bi-tweónum,prep. dat.,\N,\N,"<div class=""oldenglish bodytext""><I>Between;</I> inter :-- Ic wiht geseah horna abitweónum [homum bitweónum, Grn; Th.] húðe lǽjdan <I>I saw a creature bringing spoil between its horns</I>, Exon. 107b; Th. 411, 19; Rä. 30, 2. [<I>Sansk,</I> abhi; <I>Zend</I> aibi.] v. bi-tweónum.</div>","Between; inter :-- Ic wiht geseah horna abitweónum [homum bitweónum, Grn; Th.] húðe lǽjdan I saw a creature bringing spoil between its horns, Exon. 107b; Th. 411, 19; Rä. 30, 2. [Sansk, abhi; Zend aibi.] v. bi-tweónum.",Between
1,a-blácian,\N,3,main,ɑblákiɑn,"a-blácian, -blácigan; p. ode; pp. od",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blǽcan,\N,3,main,ɑblǽkɑn,a-blǽcan; p. -blǽhte; pp. -blǽht,,\N,"[a, blǽcan to bleach]","<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blǽcnes,\N,3,main,ɑblǽknes,"a-blǽcnes, -ness, e",n.,f.,\N,"<div class=""oldenglish bodytext""><I>paleness, gloom;</I> pallor, Herb. 164; Lchdm. i. 294, 3, note 6. v. æ-blǽcnys.</div>","paleness, gloom; pallor, Herb. 164; Lchdm. i. 294, 3, note 6. v. æ-blǽcnys.","paleness, gloom"
1,a-blændan,\N,3,main,ɑblændɑn,a-blændan,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blann,\N,3,main,ɑblɑnː,a-blann,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bláwan,\N,3,main,ɑbláwɑn,a-bláwan; p. -bleów; pp. -bláwen,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blawung,\N,3,main,ɑblɑwuŋg,"a-blawung, e",n.,f.,\N,"<div class=""oldenglish bodytext""><I>blowing,</I> v. bláwung.</div>","blowing, v. bláwung.",blowing
1,a-blend,\N,3,main,ɑblend,"a-blend, se a-blenda",adj.,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blendan,\N,3,main,ɑblendɑn,"a-blendan; p. -blende, pl. -blendon; pp. -blended, -blend",v. a.,\N,\N,"<div class=""oldenglish bodytext""><I>blind, make blind, darken, stupify;</I> cæcare :-- Ða gyldenan stánas ablendaþ ðæs módes eágan <I>the golden stones blind the mind's eyes,</I> Bt. 34, 8; Fox 144, 34. Swá bióþ ablend so <I>are blinded,</I> 38, 5; Fox 206, I. Ic sýne ablende bealo-þoncum <I>I blinded their sight by baleful thoughts,</I> Exon.72b; Th. 270, 22; Jul, 469. He ablende hyra eágan <I>excæcavit oculos eorum.</I> Jn. Bos. 12, 40. Ablended in burgum <I>blinded as l am in these dwellings,</I> Andr. Kmbl. 155; An. 78. Wæs ablend <I>was blinded,</I> Mk. Bos. 6, 52 : Num. 14, 44. v. blendan.</div>","blind, make blind, darken, stupify; cæcare :-- Ða gyldenan stánas ablendaþ ðæs módes eágan the golden stones blind the mind's eyes, Bt. 34, 8; Fox 144, 34. Swá bióþ ablend so are blinded, 38, 5; Fox 206, I. Ic sýne ablende bealo-þoncum I blinded their sight by baleful thoughts, Exon.72b; Th. 270, 22; Jul, 469. He ablende hyra eágan excæcavit oculos eorum. Jn. Bos. 12, 40. Ablended in burgum blinded as l am in these dwellings, Andr. Kmbl. 155; An. 78. Wæs ablend was blinded, Mk. Bos. 6, 52 : Num. 14, 44. v. blendan.","blind, make blind, darken, stupify"
1,a-bleoton,\N,3,main,ɑbleoton,a-bleoton,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bleów,\N,3,main,ɑbleów,a-bleów,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blican,\N,3,main,ɑblikɑn,"a-blican; p. -blác, pl. -blicon; pp. -blicen",v. n.,\N,\N,"<div class=""oldenglish bodytext""><I>shine, shine forth, to appear, glitter, to be white, to astonish, amaze;</I> dealbari, micare :-- Sóþ-líce on rihtwísnysse ic ablíce <I>ego autem in justitia apparebo</I> [<I>micabo</I>], Ps. Spl. T. 16, 17. Ofer snáw ic beó ablicen <I>super nivem dealbabor,</I> Ps. Spl. 50, 8.</div>","shine, shine forth, to appear, glitter, to be white, to astonish, amaze; dealbari, micare :-- Sóþ-líce on rihtwísnysse ic ablíce ego autem in justitia apparebo [micabo], Ps. Spl. T. 16, 17. Ofer snáw ic beó ablicen super nivem dealbabor, Ps. Spl. 50, 8.","shine, shine forth, to appear, glitter, to be white, to astonish, amaze"
1,a-blicgan,\N,3,main,ɑblikgɑn,a-blicgan; p. ede; pp. ed,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blignys,\N,3,main,ɑblignys,"a-blignys, -nyss, e",n.,f.,\N,"<div class=""oldenglish bodytext""><I>offence,</I> v. a-bylgnes.</div>","offence, v. a-bylgnes.",offence
1,a-blindan,\N,3,main,ɑblindɑn,a-blindan,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blinnan,\N,3,main,ɑblinːɑn,"a-blinnan; p. -blann, pl. -blunnon; pp. -blunnen",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blísian,\N,3,main,ɑblísiɑn,a-blísian; p. ode; pp. od,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blótan,\N,3,main,ɑblótɑn,"a-blótan; p. -bleót, pl. -bleóton; pp. -blóten",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-blýsgung,\N,3,main,ɑblýsguŋg,"a-blýsgung, -blýsung, e",n.,f.,\N,"<div class=""oldenglish bodytext""><I>redness of confusion, shame;</I> pudor, R. Ben. 73.</div>","redness of confusion, shame; pudor, R. Ben. 73.","redness of confusion, shame"
1,a-boden,\N,3,main,ɑboden,a-boden,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bogen,\N,3,main,ɑbogen,a-bogen,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-boht,\N,3,main,ɑboxt,a-boht,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bolgen,\N,3,main,ɑboɫgen,a-bolgen,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-boren,\N,3,main,ɑboren,a-boren,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-borgian,\N,3,main,ɑborˠgiɑn,a-borgian; p. ode; pp. od,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bracian,\N,3,main,ɑbrɑkiɑn,a-bracian,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bradwian,\N,3,main,ɑbrɑdwiɑn,a-bradwian,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bræc,\N,3,main,ɑbræk,a-bræc,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bræd,\N,3,main,ɑbræd,"a-bræd, -brægd",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-breátan,\N,3,main,ɑbreátɑn,"a-breátan; p. -breót, pl. -breóton",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-brecan,\N,3,main,ɑbrekɑn,"a-brecan, ic -brece, ðu -bricst, he -bricþ; p. -bræc, pl. -brǽcon; pp. -brocen",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bredan,\N,3,main,ɑbredɑn,"a-bredan, he -brit =-brideþ, -bret=-bredeþ; p. -bræd, pl. -brudon; pp. -broden",v. a.,\N,\N,"<div class=""oldenglish bodytext""><I>move quickly, remove, draw, withdraw;</I> vibrare, destringere, eximere, retrahere :-- Abræd hys swurd, <I>exemit gladium suum,</I> Mt. Bos. 26, 51. Gif God abrit <I>if God remove,</I> Bt. 39, 3; Fox</div><xml_line>216, 5. Of móde abrit ðæt micle dysig <I>he removes from his mind that great ignorance.</I> Bt. Met. Fox 28, 155; Met. 28, 78. Hond up abræd <I>he raised his hand,</I> Beo. Th. 5144; B. 2575. Lár Godes is abroden of breóstum <I>the knowledge of God is withdrawn from your breasts,</I> Cd. 156; Th. 194, 31; Exod. 269. v. bredan.</xml_line>","move quickly, remove, draw, withdraw; vibrare, destringere, eximere, retrahere :-- Abræd hys swurd, exemit gladium suum, Mt. Bos. 26, 51. Gif God abrit if God remove, Bt. 39, 3; Fox216, 5. Of móde abrit ðæt micle dysig he removes from his mind that great ignorance. Bt. Met. Fox 28, 155; Met. 28, 78. Hond up abræd he raised his hand, Beo. Th. 5144; B. 2575. Lár Godes is abroden of breóstum the knowledge of God is withdrawn from your breasts, Cd. 156; Th. 194, 31; Exod. 269. v. bredan.","move quickly, remove, draw, withdraw"
1,a-bredwian,\N,4,main,ɑbredwiɑn,a-bredwian; p. ade; pp. ad,,\N,[abradwade Th.],"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-brégan,\N,4,main,ɑbrégɑn,a-brégan; p. de; pp. ed,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,a-bregdan,\N,4,main,ɑbregdɑn,"a-bregdan; p. -brægd, pl. -brugdon; pp. -brogden",,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
1,á-brémende,\N,4,main,ábrémende,á-brémende,,\N,\N,"<div class=""oldenglish bodytext""></div>",\N,\N
