index_token,index_sentence,string,pos,lemma,stem,dependency_relation,governor,features,category,syllables,phonetic_transcription,book_num,chapter_num,line_num
13,1,affuturumquem,adjective,affuturus,affuturumqu,xcomp,14,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['af', 'fu', 'tu', 'rum', 'quem']",[affʊt̪ʊrʊmkʷẽː],\N,\N,1-4
14,1,credimus,verb,credo,credim,conj,12,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [plural], Person: [first], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['cre', 'di', 'mus']",[krɛd̪ɪmʊs],\N,\N,1-4
15,1,per,adposition,per,per,case,16,\N,"{F: [pos], N: [neg], V: [neg]}",['per'],[pɛr],\N,\N,1-4
16,1,partum,noun,pars,part,obl,19,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['par', 'tum']",[part̪ũː],\N,\N,1-4
17,1,uirginis,noun,uirgo,uirgin,nmod,16,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'ir', 'gi', 'nis']",[wɪrgɪn̪ɪs],\N,\N,5-9
18,1,iam,adverb,iam,iam,advmod:emph,19,{AdverbialType: [time]},"{F: [neg], N: [pos], V: [pos]}",['iam'],[jãː],\N,\N,5-9
19,1,uenisse,verb,uenio,ueniss,xcomp,14,"{Aspect: [perfective], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['u', 'e', 'nis', 'se']",[wɛn̪ɪssɛ],\N,\N,5-9
20,1,",",punctuation,",",",",punct,8,\N,\N,"[',']",\N,\N,\N,5-9
21,1,tamen,adverb,tamen,tamen,advmod,31,{Form: [pos]},"{F: [neg], N: [pos], V: [pos]}","['ta', 'men']",[t̪amɛn̪],\N,\N,5-9
22,1,in,adposition,in,in,case,23,\N,"{F: [pos], N: [neg], V: [neg]}",['in'],[ɪn̪],\N,\N,5-9
23,1,orbem,noun,orbis,orb,obl,31,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['or', 'bem']",[ɔrbẽː],\N,\N,5-9
24,1,terrarum,noun,terra,terrar,nmod,23,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['ter', 'ra', 'rum']",[t̪ɛrrarũː],\N,\N,5-9
25,1,ab,adposition,ab,ab,case,28,\N,"{F: [pos], N: [neg], V: [neg]}",['ab'],[ab],\N,\N,5-9
26,1,ipsius,determiner,ipse,ips,det,28,"{Case: [genitive], Form: [pos], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}","['ip', 'si', 'us']",[ɪpsɪ̣jʊs],\N,\N,5-9
27,1,nostri,determiner,noster,nostr,det,28,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'tri']",[n̪ɔst̪rɪ],\N,\N,5-9
28,1,saluatoris,noun,saluator,saluator,nmod,32,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sa', 'lu', 'a', 'to', 'ris']",[salʊjat̪ɔrɪs],\N,\N,5-9
29,1,mirabili,adjective,mirabilis,mirabil,amod,32,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_i], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['mi', 'ra', 'bi', 'li']",[mɪrabɪlɪ],\N,\N,5-9
30,1,manasse,adjective,manassus,manass,nmod,28,"{Case: [genitive], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ma', 'nas', 'se']",[man̪assɛ],\N,\N,5-9
31,1,probatur,verb,probo,proba,root,-1,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['pro', 'ba', 'tur']",[prɔbat̪ʊr],\N,\N,5-9
32,1,aduentu,noun,aduentus,aduent,obl,31,"{Case: [ablative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['a', 'du', 'en', 'tu']",[ad̪ʊjɛn̪t̪ʊ],\N,\N,5-9
33,1,.,punctuation,.,.,punct,31,\N,\N,['.'],\N,\N,\N,5-9
0,2,Haec,determiner,hic,Haec,det,2,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['haec'],[hajk],\N,\N,5-9
1,2,autem,particle,autem,autem,discourse,14,\N,{F: [pos]},"['au', 'tem']",[awt̪ẽː],\N,\N,5-9
2,2,religio,noun,religio,religi,nsubj,14,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['re', 'li', 'gi', 'o']",[rɛlɪgɪ̣jɔ],\N,\N,5-9
3,2,nostra,determiner,noster,nostr,det,2,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular, psor], Person: [psor], Possessive: [pos], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}","['nos', 'tra']",[n̪ɔst̪ra],\N,\N,5-9
4,2,",",punctuation,",",",",punct,6,\N,\N,"[',']",\N,\N,\N,5-9
5,2,quae,pronoun,qui,quae,nsubj:pass,6,"{Case: [nominative], Gender: [feminine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quae'],[kʷaj],\N,\N,5-9
6,2,uocatur,verb,uoco,uoca,acl:relcl,2,"{Aspect: [imperfective], InflClass: [lat_a], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['u', 'o', 'ca', 'tur']",[wɔkat̪ʊr],\N,\N,5-9
7,2,Christiana,adjective,christianus,Christian,xcomp,6,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ch', 'ris', 'ti', 'a', 'na']",[kʰrɪst̪ɪ̣jan̪a],\N,\N,5-9
8,2,atque,coordinating_conjunction,atque,atque,cc,9,\N,{F: [pos]},"['at', 'que']",[at̪kʷɛ],\N,\N,5-9
9,2,catholica,adjective,catholicus,catholic,conj,7,"{Case: [nominative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['cat', 'ho', 'li', 'ca']",[kat̪ʰɔlɪka],\N,\N,5-9
10,2,",",punctuation,",",",",punct,2,\N,\N,"[',']",\N,\N,\N,5-9
11,2,his,determiner,hic,h,det,12,"{Case: [ablative], Gender: [neuter], InflClass: [lat_pron], Number: [plural], PronominalType: [demonstrative]}","{F: [pos], N: [pos], V: [neg]}",['his'],[hɪs],\N,\N,5-9
12,2,fundamentis,noun,fundamentum,fundament,obl,14,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['fun', 'da', 'men', 'tis']",[fʊn̪d̪amɛn̪t̪ɪs],\N,\N,5-9
13,2,principaliter,adverb,principaliter,principalite,advmod,14,\N,"{F: [neg], N: [pos], V: [pos]}","['prin', 'ci', 'pa', 'li', 'ter']",[prɪŋkɪpalɪt̪ɛr],\N,\N,5-9
14,2,nititur,verb,nitor,niti,root,-1,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ni', 'ti', 'tur']",[n̪ɪt̪ɪt̪ʊr],\N,\N,5-9
15,2,asserens,verb,assero,assere,advcl,14,"{Aspect: [imperfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['as', 'se', 'rens']",[assɛreːn̪s],\N,\N,5-9
16,2,:,punctuation,:,:,punct,14,\N,\N,[':'],\N,\N,\N,5-9
0,3,ex,adposition,ex,ex,case,1,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks],\N,\N,5-9
1,3,aeterno,adjective,aeternus,aetern,obl,7,"{Case: [ablative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['ae', 'ter', 'no']",[ajt̪ɛrn̪ɔ],\N,\N,5-9
2,3,",",punctuation,",",",",punct,1,\N,\N,"[',']",\N,\N,\N,5-9
3,3,id,pronoun,is,id,nsubj,7,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], Person: [third], PronominalType: [personal]}","{F: [pos], N: [pos], V: [neg]}",['id'],[ɪd̪],\N,\N,5-9
4,3,est,auxiliary,sum,est,cop,7,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite]}","{F: [pos], N: [neg], V: [pos]}",['est'],[ɛst̪],\N,\N,5-9
5,3,ante,adposition,ante,ante,case,7,\N,"{F: [pos], N: [neg], V: [neg]}","['an', 'te']",[an̪t̪ɛ],\N,\N,5-9
6,3,mundi,noun,mundus,mund,nmod,7,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['mun', 'di']",[mʊn̪d̪ɪ],\N,\N,5-9
7,3,constitutionem,noun,constitutio,constitution,root,-1,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['con', 'sti', 'tu', 'ti', 'o', 'nem']",[kɔːn̪st̪ɪt̪ʊt̪ɪ̣jɔn̪ẽː],\N,\N,5-9
8,3,",",punctuation,",",",",punct,10,\N,\N,"[',']",\N,\N,\N,5-9
9,3,ante,adposition,ante,ante,case,10,\N,"{F: [pos], N: [neg], V: [neg]}","['an', 'te']",[an̪t̪ɛ],\N,\N,10-4
10,3,omne,determiner,omnis,omn,obl,7,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_i], Number: [singular], PronominalType: [total]}","{F: [pos], N: [pos], V: [neg]}","['om', 'ne']",[ɔmn̪ɛ],\N,\N,10-4
11,3,uidelicet,coordinating_conjunction,uidelicet,uidelice,cc,10,\N,{F: [pos]},"['u', 'i', 'de', 'li', 'cet']",[wɪd̪ɛlɪkɛt̪],\N,\N,10-4
12,3,quod,pronoun,qui,quod,nsubj,14,"{Case: [nominative], Gender: [neuter], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quod'],[kʷɔd̪],\N,\N,10-4
13,3,temporis,noun,tempus,tempor,nmod,16,"{Case: [genitive], Gender: [neuter], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['tem', 'po', 'ris']",[t̪ɛmpɔrɪs],\N,\N,10-4
14,3,potest,verb,possum,potes,acl:relcl,10,"{Aspect: [imperfective], InflClass: [lat_anom], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['po', 'test']",[pɔt̪ɛst̪],\N,\N,10-4
15,3,retinere,verb,retineo,retiner,xcomp,14,"{Aspect: [imperfective], InflClass: [lat_e], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['re', 'ti', 'ne', 're']",[rɛt̪ɪn̪ɛrɛ],\N,\N,10-4
16,3,uocabulum,noun,uocabulum,uocabul,obj,15,"{Case: [accusative], Gender: [neuter], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['u', 'o', 'ca', 'bu', 'lum']",[wɔkabʊɫũː],\N,\N,10-4
17,3,",",punctuation,",",",",punct,25,\N,\N,"[',']",\N,\N,\N,10-4
18,3,diuinam,adjective,diuinus,diuin,amod,16,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['di', 'u', 'i', 'nam']",[d̪ɪwɪn̪ãː],\N,\N,10-4
19,3,patris,noun,pater,patr,nmod,16,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'tris']",[pat̪rɪs],\N,\N,10-4
20,3,et,coordinating_conjunction,et,et,cc,21,\N,{F: [pos]},['et'],[ɛt̪],\N,\N,10-4
21,3,filii,noun,filius,fili,conj,19,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'i']",[fɪlɪ̣jɪ],\N,\N,10-4
22,3,ac,coordinating_conjunction,atque,ac,cc,23,\N,{F: [pos]},['ac'],[ak],\N,\N,10-4
23,3,spiritus,noun,spiritus,spirit,conj,19,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spi', 'ri', 'tus']",[spɪrɪt̪ʊs],\N,\N,10-4
24,3,sancti,adjective,sanctus,sanct,amod,23,"{Case: [genitive], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['san', 'cti']",[saŋkt̪ɪ],\N,\N,10-4
25,3,exstitisse,verb,exsisto,exstitiss,conj,7,"{Aspect: [perfective], InflClass: [lat_x], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ex', 'sti', 'tis', 'se']",[ɛksst̪ɪt̪ɪssɛ],\N,\N,10-4
26,3,substantiam,noun,substantia,substanti,obj,25,"{Case: [accusative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sub', 'stan', 'ti', 'am']",[sʊpst̪an̪t̪ɪ̣jãː],\N,\N,10-4
27,3,",",punctuation,",",",",punct,31,\N,\N,"[',']",\N,\N,\N,10-4
28,3,ita,adverb,ita,ita,mark,31,\N,"{F: [neg], N: [pos], V: [pos]}","['i', 'ta']",[ɪt̪a],\N,\N,10-4
29,3,ut,subordinating_conjunction,ut,ut,fixed,28,{PronominalType: [relative]},{F: [pos]},['ut'],[ʊt̪],\N,\N,10-4
30,3,deum,noun,deus,de,obj,31,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deum'],[d̪ewm],\N,\N,10-4
31,3,dicat,verb,dico,dica,advcl,25,"{Aspect: [imperfective], InflClass: [lat_x], Mood: [subjunctive], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['di', 'cat']",[d̪ɪkat̪],\N,\N,10-4
32,3,patrem,noun,pater,patr,xcomp,31,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'trem']",[pat̪rẽː],\N,\N,10-4
33,3,",",punctuation,",",",",punct,34,\N,\N,"[',']",\N,\N,\N,10-4
34,3,deum,noun,deus,de,conj,32,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deum'],[d̪ewm],\N,\N,10-4
35,3,filium,noun,filius,fili,conj,32,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'um']",[fɪlɪ̣jũː],\N,\N,10-4
36,3,",",punctuation,",",",",punct,37,\N,\N,"[',']",\N,\N,\N,10-4
37,3,deum,noun,deus,de,conj,32,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}",['deum'],[d̪ewm],\N,\N,10-4
38,3,spiritum,noun,spiritus,spirit,conj,37,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_u], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['spi', 'ri', 'tum']",[spɪrɪt̪ũː],\N,\N,10-4
39,3,sanctum,adjective,sanctus,sanct,amod,38,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['san', 'ctum']",[saŋkt̪ũː],\N,\N,10-4
40,3,",",punctuation,",",",",punct,44,\N,\N,"[',']",\N,\N,\N,10-4
41,3,nec,coordinating_conjunction,nec,nec,cc,44,\N,{F: [pos]},['nec'],[n̪ɛk],\N,\N,10-4
42,3,tamen,adverb,tamen,tamen,cc,44,{Form: [pos]},"{F: [neg], N: [pos], V: [pos]}","['ta', 'men']",[t̪amɛn̪],\N,\N,10-4
43,3,tres,numeral,tres,tr,nummod,44,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_i], NumForm: [word], Numeral: [cardinal], Number: [plural]}","{F: [pos], N: [pos], V: [neg]}",['tres'],[t̪rɛs],\N,\N,10-4
44,3,deos,noun,deus,de,conj,32,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [plural]}","{F: [neg], N: [pos], V: [neg]}","['de', 'os']",[d̪ɛ̣jɔs],\N,\N,10-4
45,3,sed,coordinating_conjunction,sed,sed,cc,46,\N,{F: [pos]},['sed'],[sɛd̪],\N,\N,10-4
46,3,unum,determiner,unus,un,conj,44,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Numeral: [cardinal], NumValue: [pos], Number: [singular], PronominalType: [indefinite]}","{F: [pos], N: [pos], V: [neg]}","['u', 'num']",[ʊn̪ũː],\N,\N,10-4
47,3,:,punctuation,:,:,punct,7,\N,\N,[':'],\N,\N,\N,10-4
0,4,patrem,noun,pater,patr,obj,2,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['pa', 'trem']",[pat̪rẽː],\N,\N,10-4
1,4,itaque,particle,itaque,itaque,discourse,2,\N,{F: [pos]},"['i', 'ta', 'que']",[ɪt̪akʷɛ],\N,\N,10-4
2,4,habere,verb,habeo,haber,root,-1,"{Aspect: [imperfective], InflClass: [lat_e], VerbForm: [infinitive], Voice: [active]}","{F: [neg], N: [neg], V: [pos]}","['ha', 'be', 're']",[habɛrɛ],\N,\N,10-4
3,4,filium,noun,filius,fili,obj,2,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'um']",[fɪlɪ̣jũː],\N,\N,15-9
4,4,ex,adposition,ex,ex,case,6,\N,"{F: [pos], N: [neg], V: [neg]}",['ex'],[ɛks],\N,\N,15-9
5,4,sua,determiner,suus,su,det,6,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular], Person: [psor], Possessive: [pos], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['su', 'a']",[sʊja],\N,\N,15-9
6,4,substantia,noun,substantia,substant,obl,2,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_a], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['sub', 'stan', 'ti', 'a']",[sʊpst̪an̪t̪ɪ̣ja],\N,\N,15-9
7,4,genitum,verb,gigno,genit,acl,3,"{Aspect: [perfective], Case: [accusative], Gender: [masculine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['ge', 'ni', 'tum']",[gɛn̪ɪt̪ũː],\N,\N,15-9
8,4,et,coordinating_conjunction,et,et,cc,10,\N,{F: [pos]},['et'],[ɛt̪],\N,\N,15-9
9,4,sibi,pronoun,sui,sib,obl:arg,10,"{Case: [dative], InflClass: [lat_anom], Person: [third], PronominalType: [personal], Reflexive: [pos]}","{F: [pos], N: [pos], V: [neg]}","['si', 'bi']",[sɪbɪ],\N,\N,15-9
10,4,nota,verb,nosco,not,conj,7,"{Aspect: [perfective], Case: [nominative], Gender: [feminine], InflClass: [lat_x, nominal], Number: [singular], VerbForm: [participle], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['no', 'ta']",[n̪ɔt̪a],\N,\N,15-9
11,4,ratione,noun,ratio,ration,obl,10,"{Case: [ablative], Gender: [feminine], InflClass: [ind_eur_x], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['ra', 'ti', 'o', 'ne']",[rat̪ɪ̣jɔn̪ɛ],\N,\N,15-9
12,4,coaeternum,adjective,coaeternus,coaetern,amod,11,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [pos]}","['co', 'ae', 'ter', 'num']",[kɔjajt̪ɛrn̪ũː],\N,\N,15-9
13,4,",",punctuation,",",",",punct,17,\N,\N,"[',']",\N,\N,\N,15-9
14,4,quem,pronoun,qui,qu,obj,17,"{Case: [accusative], Gender: [masculine], InflClass: [lat_pron], Number: [singular], PronominalType: [relative]}","{F: [pos], N: [pos], V: [neg]}",['quem'],[kʷẽː],\N,\N,15-9
15,4,filium,noun,filius,fili,xcomp,17,"{Case: [accusative], Gender: [masculine], InflClass: [ind_eur_o], Number: [singular]}","{F: [neg], N: [pos], V: [neg]}","['fi', 'li', 'um']",[fɪlɪ̣jũː],\N,\N,15-9
16,4,eatenus,adverb,eatenus,eaten,advmod,17,\N,"{F: [neg], N: [pos], V: [pos]}","['e', 'a', 'te', 'nus']",[ɛ̣jat̪ɛn̪ʊs],\N,\N,15-9
17,4,confitetur,verb,confiteor,confite,acl:relcl,11,"{Aspect: [imperfective], InflClass: [lat_e], Mood: [indicative], Number: [singular], Person: [third], Tense: [present], VerbForm: [finite], Voice: [passive]}","{F: [neg], N: [neg], V: [pos]}","['con', 'fi', 'te', 'tur']",[kɔːn̪fɪt̪ɛt̪ʊr],\N,\N,15-9
