lex_ref_link_id,reflex,gloss_eng,lemma_id,lemma,gloss,entry_str
31393,dōm,do,7778,DÓM,"Doom, judgment, judicial sentence, decree, ordinance, law;","Doom, judgment, judicial sentence, decree, ordinance, law; jūdĭcium, sententia, decrētum, jus, lex :-- Hit ys Godes dóm Dei jūdĭcium est, Deut. 1, 17: Jn. Bos. 12, 31. Dómes dæ jūdĭcii dies, Mt. Bos. 10, 15: 11, 22, 24. Ðam ylcan dóme ðe ge démaþ, eów biþ gedémed in quo jūdĭcio judicavĕrītis, judicabĭmĭni, Mt. Bos. 7, 2: Ex. 6, 6: 23, 6. Æfter eówrum ágnum dóme according to your own judgment, Bt. 14, 2; Fox 44, 35. Sýn hí bisceopes dóme scyldig let them be liable to the bishop's sentence, Bd. 4, 5; S. 573, 1. Ðone ryhtan dóm the righteous sentence, Exon. 27 b; Th. 84, 6; Cri. 1369: 42 a; Th. 142, 8; Gú. 641. Hie noldon hyra þeódnes dóm þafigan they would not obey their lord's decree, Cd. 181; Th. 227, 21; Dan. 190: Exon. 65 a; Th. 240, 21; Ph. 642. On gewritum findaþ dóma gehwilcne ðara ðe him Drihten bebeád they find in the scriptures each of the ordinances which the Lord commanded him [Moses], Cd. 169; Th. 211, 2; Exod. 520. Ðis syndon ða dómas ðe Æðelbirht cyniug asette on Agustinus dæge these are the laws which king Ethelbert established in Augustine's day, L. Ethb. pref; Th. i. 2, 2: L. H. E. pref; Th. i. 26, 3. Be Ínes dómum of Ine's laws, L. In. pref; Th. i. 102, 1."
32186,dynge,fertilization,8187,dynge,"A noise, dashing, storm","A noise, dashing, storm; sonus, strepĭtus, procella :-- On dynges mere on the sea of noise, Gst. Rthm. ii. 66, 20; Chr. 937; Th. 206, 12, col. 2. v. dyne."
33471,drif,"drifting, drove, driven thing",7912,drif,a fever;,"a fever; febris :-- Seó drif [sio drif MS.] febris, Mt. Kmbl. Rush. 8, 15."
33503,drēorig,grieved,7891,dreórig,"bloody, gory, glorious;","bloody, gory, glorious; cruentus, cruentātus, gloriōsus :-- Wæter stód dreórig and gedréfed water stood gory and troubled, Beo. Th. 2838; B. 1417: Ps. Tb. 135, 20: Exon. 72 b; Th. 271, 14; Jul. 482. Hwæt druh ðú dreórega lo thou gory dust! Soul Recd. 33; Seel. 17."
33528,drēapian,destillare,7855,dreápian,to drop,"to drop, Ps. Surt. 67, 9. v. dreópian."
38219,cléot,"lump, wedge",6305,cleót,a clout,"a clout, Som. Ben. Lye. v. clút."
19780,ēanian,lamb (of sheep),8543,eánian,To,"To YEAN, bring forth as a ewe; enīti, parturīre :-- He genam hine of eówedum sceápa, fram eánigendum he genam hine sustŭlit eum [Dāvĭdem] de grĕgĭbus ovium, de post fetantes [oves] accēpit eum, Ps. Lamb. 77, 70. DER. ge-eán. [Prompt. enyñ', brynge forthe kyndelyngys [A. Sax. litlingas]. The verb to ean or yean, which is commonly applied only to the bringing forth of lambs, here appears to have had anciently the more general signification of the word from which it is derived, A. Sax. eánian enīti, partŭrīre: Wyc. ene, eene, ȝeene, ȝene, yeene sheep with lambs, Ps. 143, 13: Is. 40, 11: Dut. dial. oonen to produce young.]"
21171,anđa,"agitation, anger, distress",1662,anda,m.,"m. emotion of mind, -- Malice, envy, hatred, anger, zeal, annoyance, vexation; animi emotio, -- rancor, invidia, indignatio, ira, zelus, molestia :-- Anda rancor, Ælfc. Gl. 89; Som. 74, 93. Næfst ðú nánne andan to nánum þinge thou hast not any envy to anything, Bt. 33, 4; Fox 128, 18. Hyne for andan sealdon per invidiam tradidissent eum, Mt. Bos. 27, 18. Nyste nǽnne andan know not any hatred, Bt. 35, 6; Fox 168, 10. For hwilcum líþrum andan ex prava aliqua invidia, L. M. I. P. 12; Th. ii. 268, 11: Bt. Met. Fox 20, 72; Met. 20, 36. Habbaþ andan betweóh him have enmity between them, 28, 104; Met. 28, 52. On andan in hatred, Beo. Th. 1421; B. 708: Cd. 191; Th. 237, 28; Dan. 344. Manigum on andan for vexation to many, Elen. Grm. 969. For ðæm andan his rihtwísnes [-nesse MS. Cot.] per zelum justitiæ, Past. 17, 1; Hat. MS. 21b, 28. [O. Sax. ando, m. indignatio, ira, zelus: O. H. Ger. anado, anto, m. zelus: O. Nrs. andi, m. halitus oris, spiritus, animus.] DER. andian: andig."
23246,ēacen,"increased, pregnant",8249,eácen,"Increased, great, vast, powerful","Increased, great, vast, powerful; auctus, magnus, pŏtens, grăvĭdus :-- Eácne fuglas the teeming fowls, Cd. 98; Th. 130, 12; Gen. 2158. Se wæs æðele and eácen who was noble and vigorous, Beo. Th. 398; B. 198: Exon. 10 b; Th. 13, 20; Cri. 205. Eald sweord eácen an old, powerful sword, Beo. Th. 3330; B. 1663: 4286; B. 2140. Eácne eardas the vast dwellings, 3246; B. 1621. Insende eácne egesan he sent in mighty terror, Salm. Kmbl. 947; Sal. 473. Cræfte eácen great in skill, Exon. 128 a; Th. 492, 26; Rä. 81, 21: 14; Rä. 81, 15: 103 a; Th. 391, 21; Rä. 10, 8. Nǽron ge swá eácne mód-geþances ye were not so powerful in mental thought, Cd. 179; Th. 224, 14; Dan. 136. DER. feorh-eácen, mægen-. v. écen,"
25982,bearh,castrated male pig,3151,bearh,saved,"saved, Cd. 124; Th. 158, 29; Gen. 2624; p. of beorgan."
31897,dāg,dough,7383,dág,What is dangling,"What is dangling; sparsum :-- Dáges hlæfþe sparsio, Wrt. Voc. 288, 68. v. daag."
34760,ēoh,yew,9463,eoh,nom. acc; gen.,"nom. acc; gen. eohes = eoes = eðs; m. A war-horse, charger; ĕquus bellātor :-- He gehleóp ðone eoh he mounted the charger. Byrht. Th. 137, 20; By. 189. Eorl sceal on eós bóge a chief shall [ride] on horse-back. Exon. 90a; Th. 337, ii; Gn. Ex. 63. [O. Sax. UNCERTAIN ehu-scalc servus ĕquārius, compos; a scalc servus et ehu ĕquus, quod et nomen cūjusdam lītĕra rūnĭca Saxŏnĭcæ est;' Heli. Schmel: O. Nrs. jó-r vel ió-r, -- 'sŏnus hūjus lītĭræ īdem fuit, atque hŏdie, in lingua vĕtĕre, sed ad fĭgūram et nōmen quod attĭnet, non distinguēbātur ab i:' Egils. -- gen. jó-s, ió-s; dat, jó, ió; acc. jó, ió, ó; pl. gen. acc. jóa, ióa.] v. eh."
36485,rīð,"stream, brook",25657,rid,"a swinging, swaying; in","a swinging, swaying; in sand-rid a quicksand. v. rídan. [Icel. rið sway, swing.]"
36564,rēow,"excited, stormy, wild, rough",25605,reów,"Fierce, cruel","Fierce, cruel :-- Sume wurdon bisencte under reóne streám, sume ic róde bifealh, Exon. Th. 271, 12; Jul. 481. Wǽron hý reówe tó rǽsanne gífrum grápum, 126, 26; Gú. 377 : Andr. Kmbl. 2669; An. 1336. v. blód-, deáþ-, flyge-, gúþ-, wæl-reów."
36862,rōðor,oar,25813,rodor,"the firmament, the heaven of the fixed stars","the firmament, the heaven of the fixed stars :-- Sunne sol, móna luna, roder firmamentum, Wrt. Voc. i. 41, 55-57 : 70, 8. Lyft aer, hroder aether, 52, 56. Se rodor ymbféhþ útan eall ðás niþerlícan gescæfte, Shrn. 63, 9. Sió eorþe is nioþor ðonne ǽnig óðru gesceaft búton ðam rodore, forðam se rodor hine hæfþ ǽlce dæg útane ... on ǽlcere stówe hé is hire emnneáh, Bt. 33, 4; Fox 130, 20, 23. Siððan wæs rodor árǽred and ryne tungla, folde gefæstnad, Exon. Th. 272, 12; Jul. 498. Radores aethrae (MS. uetre), Wrt. Voc. ii. 92, 43. Hwá unlǽredra ne wundraþ þæs roderes færeldes, hú hé ǽlce dæge úton ymbhwyrfþ ealne ðisne middaneard, Bt. 39, 3; Fox 214, 15. Rodres, Met. 28, 3. Ðú mihtest ðé fleógan ofer ðam fýre ðe is betwux ðam rodore and ðære lyfte, and mihtest ðé féran mid ðære sunnan betwyx ðám tunglum and ðonne weorþan on þam rodore, Bt. 36, 2; Fox 174. 9-12 : 33, 4; Fox 130, 15. Ofer rodere ryneswiftum, Met. 24, 28. Micel swég gǽþ of ðam scínendan rodore, ðeáh wé for ðam mycclan fyrlene hit gefrédan ne mágon, Boutr. Scrd. 18, 43. Se godcunda foreþonc stýreþ ðone rodor and ða tunglu, Bt. 39, 8; Fox 224, 7. Ðás twelf tácna (the signs of the Zodiac) synd swá gehiwode on ðám heofenlícum roderum (rodere, MSS. R. L. P.), Lchdm. iii. 246, 6."
38602,comb,comb,6518,comb,"A low place inclosed with hills, a valley","A low place inclosed with hills, a valley; vallis, Som. Ben. Lye. v. cumb."
39269,cinn,chin,6167,cinn,A kind,"A kind; genus :-- Fleógende cinn flying kind; volatile, Gen. 1, 20. Creópende cinn creeping kind; reptilia, 1, 24. Æfter his cinne after its kind, 1, 11. v. cyn, cynn."
39433,crāwe,crow,6659,CRÁWE,"cornix,","cornix, Ælfc. Gl. 37; Som. 63, 8; Wrt. Voc. 29, 31: 62, 29: 280, 34."
42295,nagan,gnaw,23318,nágan,"not to have,","not to have, (a) with acc. :-- Náh se sacerd náne þearfe (sacerdoti non opus est), ðæt hé forwyrne ðam men rihtre andetnysse, L. Ecg. P. i. 2 ; Th. ii. 172, 11. Gif hé náh his selfes geweald, Met. 16, 21. Helle hlinduru nágon hwyrft, Exon. Th. 364, 29; Wal. 78. Ðeáh ðú hí nǽfre náhtest, Bt. 14, 2 ; Fox 44, 1. Hé náhte his líchoman geweald, Blickl. Homl. 223, 11. Náhton hié náðer ne mete ne freónd, Ors. 2, 8; Swt. 92, 34. Sí on cynges dóme hwæðer hé líf áge ðe náge, L. Eth. vii. 9; Th. i. 330, 25. (b) with gen. :-- Nágan wé ðæs heolstres, ðæt wé ús gehýdan mágon, Cd. Th. 271, 5 ; Sat. 101."
43227,gīeman,"heed, care for, guard",16952,giéman,. v. gýman.,. v. gýman.
