lex_ref_link_id,reflex,gloss_eng,lemma_id,lemma,gloss,entry_str
20018,ǣwan,despise,1035,ǽwan,"To despise, contemn, scorn","To despise, contemn, scorn; spernere, aversari :-- Ða ðú ǽfre ne ǽwest ea tu nunquam spernis, Ps. C. 129."
20111,āscian,"try, demand, ask",2222,ASCIAN,to,"to ASK, to ask for, to demand, inquire, to call, summon before one; interrogare, postulare, exigere :-- Ðe ðú me æfter ascast which thou askest about, Bt. 39, 4; Fox 216, 26, 29. Ne ascige ic nú ówiht bi ðam bitran deáþe mínum I demand now nothing for my bitter death, Exon. 29b; Th. 90, 16; Cri. 1475. He ongan hine ahsian he began to call him, Cd. 40; Th. 53, 18; Gen. 863."
20127,ārian,"honor, spare, endow",2114,árian,"to give honour, to honour, reverence, have in admiration;","to give honour, to honour, reverence, have in admiration; honorare, honorificare, venerari :-- Is to árianne is to be honoured, Bt. 32, 2 ; Fox 116, 14. Onsægednys lófes áreþ me sacriःficium laudis honorificabit me, Ps. Spl. T. 49, 24. He áraþ ða gódan he honoureth the good, Bt, 41, 2; Fox 246, 19. Ic árode ðé ofer ealle gesceafta I honoured thee over all creatures, Exon. 28 a ; Th. 84, 33; Cri. 1383. Se ríca Rómána wita and se ároda the rich and honoured senator of the Romans, Bt. Met. Fox 10, 89; Met. 10, 45."
20274,ecg,"edge, blade, sword",8813,ECG,An,"An EDGE, a sharpness, blade, sword; ăcies, acūmen, glādius, ferrum :-- On sweordes ecge on the edge of the sword, Lk. Bos. 21, 24. Hyne ecg fornam the sword had destroyed him, Beo. Th. 5538; B. 2772. Ecg was íren the edge was iron, 5549; B. 2778. Ecg grymetode the blade rang. Cd. 162; Th. 203, 24; Exod. 408. Ecga [MS. ecge] mihton helpan æt hilde swords might help in battle. Beo. Th. 5360; B. 2683: 5649; B. 2828. Mid gryrum ecga with terrors of swords, 971; B. 483. Æscum and ecgum with spears and swords, 3548; B. 1772. Billa ecgum with edges of bills, Cd. 210; Th. 260, 14; Dan. 709. [Wyc. egge: Laym. egge, agge: Orm. egge: Plat. egge, f: O. Sax. eggia, f: Frs. ig: O. Frs. eg, ig, f: Kil. egghe, f: Ger. M. H. Ger. ecke, f: eck, n: O. H. Ger. ekka, f: Dan. eg, m. f: Swed. egg, m: Icel. egg, f: Lat. ăcies, acūmen: Grk. GREEK, GREEK, GREEK: Sansk. aśri, f. ăcies, ensis.] DER. brún-ecg, heard-, stíþ-, stýl-, twý-."
20570,eall,all,8466,eall,All,"All; tōtus :-- Eall tōtus, Ælfc. Gr. 18; Som. 21, 10. Eall ðín líchama all thy body, Mt. Bos. 6, 22. Eall ðeós woruld all this world, Cd. 29; Th. 38, 9; Gen. 604: Exon. 20 a; Th. 52, 34; Cri. 843: Lk. Bos. 23, 18: Jn. Bos. 11, 50: Mk. Bos. 4, 34: Andr. Kmbl. 652; An. 326: 2294; An. 1148: 2867; An. 1436: Bt. Met. Fox 26, 121; Met. 26, 61: 28, 9; Met. 28, 5: Beo. Th. 4091; B. 2042: 4181; B. 2087: Exon. 22 a; Th. 60, 5; Cri. 965: Salm. Kmbl. 2; Sal. 1: Bt. 38, 4; Fox 204, 9: Bd. 1, 12; S. 480, 35: 1, 26; S. 487, 37: Ors. 2, 4; Bos. 45, 15. v. eal."
20616,elcor,otherwise,9160,elcor,"Elsewhere, otherwise, besides, except","Elsewhere, otherwise, besides, except; alias, alĭter, præter, nisi:--Gif hit hwæt elcor biþ sin alias, Bd. 4, 28; S. 605, 17. [O. Frs. ekker, elker, elkes alias: O. Sax. elcor alias: O. H. Ger. elichor, elicor, elihor prorsus, ultra, amplius: Dan. ellers: Swed. eljest else: Icel. ellegar, elligar, ellar, ella alias.]"
20621,elra,the other,9263,elra,comp? Stranger,"comp? Stranger :-- He ne métte on elran men mundgripe máran he did not find a stronger hand-gripe in a stranger man, Beo. Th. 1509; B. 752."
20909,ealh,temple,8457,ealh,"a residence, temple","a residence, temple, v. alh, healh."
21023,bā,both,2805,bá,"both; nom. f. n. acc, m. f. n. of","both; nom. f. n. acc, m. f. n. of begen :-- Ða idesa bá both the women, Judth. 11 ; Thw. 23, 22 ; Jud. 133. Wæter and eorþe, sint on gecynde cealda bá twá water and earth, both the two are by nature cold, Fox 20, 152 ; Met. 20, 76. Bysmeredon uncit [Inscription Bismærede ungket] men, bá ætgædre they [men] reviled us two, both together, Runic Inscrip. Kmbl. 354, 30."
21045,ōsle,blackbird,24915,ósle,"An ousel, blackbird:--","An ousel, blackbird:--Óslae merula, Txts. 78, 665: Wrt. Voc. ii. 114, 1. Ósle, i. 281, 17. [O. H. Ger. amsala, amisala: Ger. amsel.]"
