lex_ref_link_id,reflex,gloss_eng,lemma_id,lemma,gloss,entry_str
34836,ǣht,"possession, property",542,ǽht,"possessions, property, lands, goods, riches, cattle","possessions, property, lands, goods, riches, cattle; opes, substantia, possessio, greges :-- He hæfde mycele ǽhta erat habens multas possessions, Mk. Bos. 10, 22. Esau nam ealle his ǽhta, and eall ðæt he ǽhte Esau took all his goods, and all that he possessed, Gen. 36, 6. Grúndleás gítsung gilpes and ǽhta bottomless avarice of glory and possessions, Bt. Met. Fox 7, 30; Met. 7, 15. Israéla ǽhta the Israelites' possessions, Cd. 174; Th. 218, 23; Dan. 43. Genam on eallum dǽl ǽhtum sínum he took a part of all his possessions, 74; Th. 90, 23; Gen. 1499. Ealle his ǽhta omnem substantiam ejus, Ps. Th. 108, 11. II. possession, power; possessio, potestas :-- His miht and his ǽht ofer middangeard gebledsod his might and power is blessed throughout the earth. Andr. Kmbl. 3432; An. 1720. Ágan us ðis wuldres leóht eall to ǽhte let us get all this light of glory into our possession, Cd. 219; Th. 280, 11; Sat. 254. On ágene ǽht syllan in possessionem dare, Ps. Th. 104, 10, 39: 110, 4. [Scot. audit: O. H. Ger. éht, f: Goth, aíhts, f: O. Nrs. ǽtt, átt family] DER. gold-, máðum-, staðol-, wan-, won-."
35411,ǣl,awl,561,æl,e;f. An awl,"e;f. An awl; subula :-- Hwanon sceó-wyrhtan æl unde sutori subula, Coll. Monast. Th. 30, 33: L. Alf. 11; Th. i. 46, 10. Æl subula, Ælfc. Gl. 1; Som. 55, 27; Wrt. Voc. 16, 2. v. al."
19938,ǣr,earlier,724,ǽr,"Early, former, preceding, ancient","Early, former, preceding, ancient; prior, præcedens, antiquus :-- On ǽrne mergen in early morning; primo mane, Mt. Bos. 20, 1: Mk. Bos. 16, 9: Jn. Bos. 21, 4: Ps. Spl. 5, 3, 4. Fram ǽrne mergen óþ ǽfen from early morning till evening, Bd. 2, 14; S. 518, 8. Swá he wæs gyrstan dæg and ǽran dæg sicut erat heri et nudius tertius, Gen. 31, 5. Ðæs ǽran tácnes prioris signi, Ex. 4, 8. Forlýst he his ǽrran gód he loses his former good, Bt. 35, 6; Fox 170, 22. Of deáþe woruld awehte in ðæt ǽrre líf awoke the world from death into the former life, Elen. Kmbl. 609; El. 305: Exon. 113b; Th. 436, 11; Rä. 54, 12. On ðysse ǽrran béc præcedente libro, Bd. 4, 1; S. 563, 18. ǽrran dagas dies antiqui, Ps. Th. 142, 5: Beo. Th. 1819; B. 907. Weorpe ǽrest stán primus lapidem mittat, Jn. Bos. 8, 7. Se hér-búendra hearpan ǽrest hlyn awehte who first of dwellers here awoke the sound of the harp, Cd. 52; Th. 66, 5; Gen. 1079. Se ǽresta wæs Enos háten the first was called Enos, 50; Th. 64, 24; Gen. 1055. Wæs seó ǽreste costung ofercumen the first temptation was overcome, Exon. 39a; Th. 128, 32; Gú. 408. In ða ǽrestan ældu in the first age, 34a; Th. 108, 29; Gú. 80. Ða ǽrestan ælda cynnes the first of the race of men, 47a; Th. 160, 23; Gú. 948. Ðú eall oncneówe, ða ǽrestan eác ða néhstan tu cognovisti omnia, antiqua et novissima, Ps. Th. 138, 3. Æt ǽrestan at the first; primo, L. Alf. pol. 1; Th. i. 60, 2: Exon. 19a; Th. 49, 15; Cri. 786. DER. ǽr-ádl, -cwide, -dǽd, -dæg, -deáþ, -fæder, -gestreón, -geweorc, -gewinn, -gewyrht, -ing, -morgen, -mergen, -sceaft, -wéla, -woruld."
19942,ǣrest,first,761,ǽrest,first,"first, ERST ; primus :-- Weorpe ǽrest stán primus lapidem mittat, Jn. Bos. 8, 7: Cd. 52; Th. 66, 5; Gen. 1079. v. ǽr; adj."
36899,ærn,house,790,ærn,"A place, secret place, closet, an habitation, a house, cottage","A place, secret place, closet, an habitation, a house, cottage; locus, locus secretior, domus, casa :-- Bireþ into his ærne beareth into his habitation, L. In. 57; Th. i. 138, 16. [O. Nrs. rann, n.] DER. bere-ærn [-ern] a barley place, barn, blác-, blæc-, blǽc-, breáw-, carc-, cweart-, cwert-, dóm-, eást-, eorþ-, fold-, gæst-, gest-, gyst-, heal-, hédd-, holm-, hord-, mæðel-, medo-, meðel-, mold-, norþ-, slǽp-, súþ-, þryþ-, west-, wín-."
34661,ǣw,"law, sacred custom, marriage",1032,ǽw,law,"law], I, law, what is established by law, hence wedlock, marriage, a marriage vow; lex, matrimonium :-- Ðætte ryht ǽw gefæstnod wǽre that just law might be settled, L. In pref; Th. i. 102, 9: 1; Th. i. 102, 16. Rihtum ǽwe legitimo matrimonio, Bd. 4, 6; S. 573, 7, note. Se man ðæt ǽwe brycþ homo qui adulterium committit, L. M. I. P. 15 ; Th. ii. 268, 28. II. a female bound by the law of marriage, a wife; conjux legitima, uxor justa :-- Se ðe hæfþ ǽwe he who has a wife; qui legitimam uxorem habet, L. M. I. P. 17; Th. ii. 270, 6. Gif ceorl wið óðres riht ǽwe hǽmþ si maritus cum alterius legitima uxore adulteraverit, 18; Th. ii. 270, 10. Se man, ðe his riht"
19762,æx,axe,1067,ÆX,f.,"f. what is brought to an edge, An AXE, a hatchet, pickaxe; securis, ascia :-- Eallunga ys seó æx to ðæra treówa wurtrumum asett jam enim securis ad radicem arborum posita est, Mt. Bos. 3, 10. Mid æxum with axes, Ps. Th. 73, 6. On æxe in securi. Ps. Spl. 73, 7. Forðon seó æx [MS. H. sió æsc; seó eax B.] biþ melda, nalles þeóf because the axe is an informer, not a thief; quia securis acclamatrix potius est, non fur, L. In. 43; Th. i. 128, 23.[O.Sax. acus, f: N. Dut. akse, f: Ger. axt, f: M.H. Ger. ackes, f: O. H. Ger. achus. f; Goth.. aqizi,f; Dan. ökse: Swed, yxa: O. Nrs. öx, f; Lat. ascia, f; Grk.GREEK af-wj.]"
64530,ā-fȳran,castrate,1157,a-fyran,pp. ed,"pp. ed, yd [a, fýran castrare] To castrate; castrare :-- Afýred olfend a dromedary, a kind of swift camel; dromeda MS. Twegen afýryde men duo eunuchi. Gen. 40, 1."
21484,Angel,\N,1807,angel,"A hook, a fishing-hook","A hook, a fishing-hook; hamus :-- Wurp ðínne angel út mitte hamum, Mt. Bos. 17, 27. Swá swá mid angle fisc gefangen biþ as a fish is caught by a hook, Bt. 20; Fox 72, 11. [Plat. Dut. Ger. M. H. Ger. angel, m: O. H. Ger. angul, m: O. Nrs. öngull, m.]"
61149,atol,"dirus, atrox",2560,atol,"Terribleness, terror, horror, wretchedness","Terribleness, terror, horror, wretchedness; diritas, terror, horror, miseria :-- Sceal atol þrówian must suffer terror, Cd. 222; Th. 289, 10; Sat. 395. Is ðes windiga sele atole gefylled this windy hall is filled with horror, 216 ; Th. 273, 16 ; Sat. 137 : Exon. 26 a ; Th. 77. 33; Cri. 1266."
24246,baso,purple,2999,baso,Purple,"Purple; purpura, Cot. 85. DER. brún-baso, wealh-. v. basu."
24245,basu,purple,3003,basu,g. m. n.,"g. m. n. -wes; f. -re: pl. nom. m. f. n. -we: def. m. se baswa; adj. Purple, crimson; purpureus, phœ́niceus, coccineus :-- Sum brún, sum basu part brown, part purple, Exon. 60a; Th. 218, 17; Ph. 296. Baswe bócstafas crimson characters, Cd. 210; Th. 261, 10; Dan. 724. Basu hǽwen of purple colour or hue, of scarlet or crimson colour, Cot. 117. [Grimm, Wrtbch. i. 1243, connects the word with Goth. basi a berry: Ger. beere: A. Sax. berie.]"
25981,bearg,castrated male pig,3149,BEARG,"A castrated boar, a barrow pig","A castrated boar, a barrow pig; majālis :-- Amæsted swín, bearg bellende on bóc-wuda a fattened swine, a barrow pig [castrated boar] grunting in beech woods, Exon. 111 b ; Th. 428, 10 ; Rä. 41, 106. Bearh majalis, Ælfc. Gl. 20; Som. 59, 31; Wrt. Voc. 22, 72. [Plat. borg, m. a castrated boar pig : Dut. barg, m : Frs. baerg, m : Ger. borg-schwein : O. H. Ger. barc, barg, m. porcus castratus.]"
25725,bearn,child,3160,bearn,A,"A BEARN, child, son, issue, offspring, progeny; natus, infans, puer, filius, soboles, proles :-- Bearn Godes Son of God, Elen. Kmbl. 1624; El. 814. Nú is ðæt bearn cymen now is that child come, Exon. 8 b; Th. 5, 8 ; Cri. 66. Híg næfdon nán bearn non erat illis filius, Lk. Bos. 1, 7. Þurh bearnes gebyrd through the birth of a child, Exon. 8 b ; Th. 3, 18 ; Cri. 38. Beón mid bearne gravidam esse, Somn. 370. Bearn soboles vel proles, Ælfc. Gl. 91; Som. 75, 19. Geáta bearn the sons of the Goths, Beo. Th. 4374; B. 2184. He Noe gebletsade and his bearn he blessed Noah and his sons, Cd. 74; Th. 91, 1; Gen. 1505. Ðys synd Israéla bearna naman hæc sunt nomina filiorum Israel, Ex. 1, 1. Geseah his bearna bearn vidit filios filiorum suorum, Job Thw. 168, 35. Ge Godes bearn, bringaþ Gode ramma bearn filii Dei, afferte Domino filios arietum, Ps. Th. 28, 1. [Piers barn a child : Scot. and Northumb. bairn : O. Sax. barn, n : O. Frs. bern, n : O. H, Ger. barn, n : Goth. barn, n : Dan. Swed. Icel. barn, n. a child : what is borne, from beran to bear.] DER. cyne-bearn, dryht-, folc-, freó-, frum-, god-, hǽlu-, húsel-, sige-, þryþ-, woruld-. v. beran."
24695,bedd,bed,3290,bedd,a bed,"a bed; stratum, lectus, Cd. 101; Th. 134, 33; Gen. 2234. v. bed."
26294,beorg,"height, burial mound",3720,beorg,"a hill, mountain;","a hill, mountain; collis, mons :-- On Sýne beorg on Sion's hill, Exon. 20 b; Th. 54, 29; Cri. 876. Óþ ða beorgas ðe man hǽt Alpis to the mountains which they call the Alps, Ors. 1, 1; Bos. 18, 44; 16, 17. ǽlc múnt and beorh byþ genyðerod omnis mons et collis humiliabitur, Lk. Bos. 3, 5. Æt ðæm, beorge ðe man Athlans nemneþ at the mountain which they call Atlas, Ors. 1, 1; Bos. 16, 6."
26524,beorgan,protect,3722,BEORGAN,"cum dat. To save, protect, shelter, defend, fortify, spare, preserve;","cum dat. To save, protect, shelter, defend, fortify, spare, preserve; servare, salvare, custodire, tueri, parcere :-- Beorh ðínum feore salva animam tuam, Gen. 19, 17. Woldon feore beorgan they would save their lives, Andr. Kmbl. 3075; An. 1540. Beorh me, Drihten, swá swá man byrhþ ðám æplum on his eágum mid his brǽwum custodi me, Domine, ut pupillam oculi, Ps. Th. 16, 8. Ðæt se bittra bryne beorgan sceolde ǽfæstum þrím that the bitter burning should spare the pious three, Exon. 53 b; Th. 189, 10; Az. 57."
26293,beorh,"height, burial mound",3727,beorh,"A hill, mountain","A hill, mountain; collis, mons :-- ǽlc múnt and beorh byþ genyðerod omnis mons et collis humiliabitur, Lk. Bos. 3, 5. v. beorg."
26202,beorht,"shining, radiant",3733,BEORHT,BRIGHT,"BRIGHT, light, clear, lucid, splendid, excellent; splendidus, lucidus, coruscus, clarus, formosus :-- Eall ðín líchama biþ beorht totum corpus tuum lucidum erit, Mt. Bos. 6, 22. Beorht éðles wlite the land's bright beauty, Exon. 27 b; Th. 82, 32; Cri. 1347. Beorht sumor bright summer, 54 b; Th. 191, 29; Az. 95. To ðære beorhtan byrg to the bright city, 15 a; Th. 33, 1; Cri. 519. Beorhte burhweallas beorhte scínaþ the lucid city-walls shine brightly, Cd. 220; Th. 282, 31; Sat. 295. Ðá cwom sunnan beorhtra líg then came a fire, brighter than the sun, Elen. Kmbl. 2218; El. 1110. Hí módes eágan beorhtran gedón they make the mind's eye clearer, Bt. Met. Fox 21, 54; Met. 21, 27. Sum hafaþ beorhte stefne one has a clear voice, Exon. 79 b; Th. 298, 32; Crä. 94."
24559,bere,barley,3800,BERE,Barley,"Barley; hordeum :-- Ðá hét he him bere sǽd bringan inde hordeum jussit afferri, Bd. 4, 28; S. 605, 36 : Ælfc. Gr. 8; Som. 7, 63. Hira flex and hira beras [MS. bernas] wǽron fordóne eorum linum et hordea læsa sunt, Ex. 9, 31. [Scot. and North E. bear, bere barley : Goth. barizeins, adj. made of barley; hordeaceus : Swed. Norw. Icel. barr, n. I. spina abietis vel pinus, II. granum, semen, hordeum.]"
24339,betst,best,4086,betst,sup. def.,"sup. def. se betsta, betesta; seó, ðæt beteste; pos. gód [bet good; v. bet-líc good-like] Best, the best, first; optimus, primus :-- Ða þing ðe ge betstan gelífaþ [MS. betst ongelifaþ] ea quæ vos optima credebatis, Bd. 1, 25; S. 487, note 12. Scipio, se besta [Laud MS. betsta] Rómana witena Scipio, the best of the Roman senators, Ors. 5, 4; Bos. 104, 38; Cot. MS. Tib. B. I. fol. 85 b. Se betesta the best, Cot. 153. He sealde ðæt betste hors he gave the best horse, Bd. 3, 14; S. 540, 16. Ðara betstena sumes of some one of the best, Bt. 30, 1; Fox 110, 5. [Goth. bats? good; comp. batiza better; sup. batists best : O. Nrs. comp. betri better; sup. beztr best.]"
24965,bile,beak,4325,bile,A,"A BILL, beak of a bird, a proboscis, the fore part of a ship; rostrum, proboscis = πρoβoσκίs :-- Bile rostrum, Wrt. Voc. 77, 26. Ylpes bile vel wrót an elephant's proboscis, Ælfc. Gl. 18; Som. 58, 128; Wrt. Voc. 22, 42."
25385,blæc,black,4562,BLÆC,f.,"f. blæcre; def. m. se blaca, f. n. blace: bleac; adj. BLACK, swarthy; niger, fuscus :-- He hæfde blæc feax, and blácne andwlitan he had black hair, and a pale [lean, thin] countenance; nigro capillo, facie macilenta, Bd. 2, 16; S. 519, 33. Forðonðe ðú ne mæht ǽnne loc hwítne gewirce oððe blæcne quia non potes unum capillum album facere aut nigrum, Mt. Kmbl. Rush. 5, 36. Ofslógon ðone blacan Heawald they killed the black Heawald, Bd. 5, 10; S. 624, 40. Ða sind blace swíðe they are very black, Exon. 114 b; Th. 438, 28; Rä. 58, 2. Swearte wǽron lástas, swaðu swíðe blacu swart were their footsteps, their tracks very black, 113 b; Th. 434, 19; Rä. 52, 3. [Icel. blakkr niger, Egils. v. A. Sax. blæc ink.] [hand-pint] Observe the difference between blæc; gen. m. n. blaces, se blaca black, swarthy, and blác shining, pallid, bleak, pale, from blác; p. of blícan to shine; remark also blǽc pale, livid, from blǽcan to bleach, whiten. v. blícan, blǽcan."
25202,blǣst,"blowing, breath",4590,blǽst,A blowing,"A blowing, BLAST or gust of wind, a breeze; flatus :-- Sǽgrundas súþwind fornam, bæþweges blǽst the south wind, the sea breeze, dried up the depths of the sea, Cd. 158; Th. 196, 11; Exod. 290. [Chauc. blast: Laym. blæst: Ger. M. H. Ger. blast, m: O. H. Ger. blást, m: Icel. blástr, m.]"
25237,blēd,"shoot, branch, flower, fruit",4622,bléd,"A shoot, branch, flower, fruit","A shoot, branch, flower, fruit; germen, ramus, frons, flos, fructus :-- Ðæt cymen [MS. cyme] gréne bléda that green shoots come, Cd. 200; Th. 248, 24; Dan. 518. On ðæs beámes blédum on the branches of the tree, Cd. 200; Th. 248, 5; Dan. 508. Ne dreósaþ beorhte bléde bright fruits fall not, Exon. 56 a; Th. 200, 3; Ph. 35: 62 b; Th. 230, 2; Ph. 466. God lǽteþ hrusan syllan beorhte bléda beornum and þearfum God lets earth give delightful fruits to rich and poor, Hick. Thes. i. 135, 24. DER. wudu-bléd. v. blǽd."
27101,blēo,"color, appearance, form",4633,bleó,"a colour, hue, complexion","a colour, hue, complexion, Ælfc. Gl. 79; Som. 72, 78; Wrt. Voc. 46, 35. v. bleoh."
25869,brǣdan,"roast, fry",4922,BRǽDAN,"To roast, broil, warm","To roast, broil, warm; assare, fovere :-- We mágon brǽdan ða þing [þingc MS.] ðe to brǽdenne synd nos possumus assare qua assanda sunt, Coll. Monast. Th. 29, 21. Brédan, weormian fovere, Cot. 86. Brǽdende assans, Cot. 195. [Laym. breden: Scot. brade: Plat. braden, braën: Frs. briede: O. Frs. breda: Dut. braden: Ger. braten: M. H. Ger. bráten: O. H. Ger. brátan assare.] DER. gebrǽdan."
26342,brēaw,eyelid,4984,breáw,an eye-lid,"an eye-lid, Ælfc. Gl. 70; Som. 70, 63; Wrt. Voc. 42, 71: Ps. Lamb. 131, 4. v. brǽw."
27615,brēc,buttocks,4987,bréc,"the breech, breeches","the breech, breeches, L. M. 1. 71; Lchdm. ii. 146, 3 : R. Ben. 55 ; acc. s. and nom. pl. of bróc, f."
